search_term,keyword,match_type,campaign_id,campaign_name,ad_group_id,ad_group_name,impressions,clicks,cost,conversions
$10000 grant small business,banks that do business accounts,BROAD,20328798237,FCB_Search_Checking_AllBusinessProductsBrand_AllRegions,149266356445,AllRegions_AllBusinessProducts,1,0,0.0,0.0
$5 3 bank near me,apply for checking account online,BROAD,22876064318,FCB_Search_Checking_AllConsumerProductsNonBrand_AllRegions,183665142676,AllRegions_AllConsumerProducts,1,0,0.0,0.0
0nc bank near me,apply for checking account online,BROAD,22876064318,FCB_Search_Checking_AllConsumerProductsNonBrand_AllRegions,183665142676,AllRegions_AllConsumerProducts,1,0,0.0,0.0
1 800 bank,apply for checking account online,BROAD,22876064318,FCB_Search_Checking_AllConsumerProductsNonBrand_AllRegions,183665142676,AllRegions_AllConsumerProducts,1,0,0.0,0.0
1 first bank,apply for checking account online,BROAD,22876064318,FCB_Search_Checking_AllConsumerProductsNonBrand_AllRegions,183665142676,AllRegions_AllConsumerProducts,1,0,0.0,0.0
1 first bank near me,apply for checking account online,BROAD,22876064318,FCB_Search_Checking_AllConsumerProductsNonBrand_AllRegions,183665142676,AllRegions_AllConsumerProducts,2,0,0.0,0.0
1 national bank,apply for checking account online,BROAD,22876064318,FCB_Search_Checking_AllConsumerProductsNonBrand_AllRegions,183665142676,AllRegions_AllConsumerProducts,3,1,0.89,0.0
1 summit bank,apply for checking account online,BROAD,22876064318,FCB_Search_Checking_AllConsumerProductsNonBrand_AllRegions,183665142676,AllRegions_AllConsumerProducts,7,0,0.0,0.0
1 summit bank johnstown pa,apply for checking account online,BROAD,22876064318,FCB_Search_Checking_AllConsumerProductsNonBrand_AllRegions,183665142676,AllRegions_AllConsumerProducts,4,0,0.0,0.0
1 summit bank near me,apply for checking account online,BROAD,22876064318,FCB_Search_Checking_AllConsumerProductsNonBrand_AllRegions,183665142676,AllRegions_AllConsumerProducts,2,0,0.0,0.0
16 year old checking account,apply for checking account online,BROAD,22876064318,FCB_Search_Checking_AllConsumerProductsNonBrand_AllRegions,183665142676,AllRegions_AllConsumerProducts,2,0,0.0,0.0
1firstbank near me,apply for checking account online,BROAD,22876064318,FCB_Search_Checking_AllConsumerProductsNonBrand_AllRegions,183665142676,AllRegions_AllConsumerProducts,1,0,0.0,0.0
1nb ardmore ok,apply for checking account online,BROAD,22876064318,FCB_Search_Checking_AllConsumerProductsNonBrand_AllRegions,183665142676,AllRegions_AllConsumerProducts,2,0,0.0,0.0
1rst national bank near me,apply for checking account online,BROAD,22876064318,FCB_Search_Checking_AllConsumerProductsNonBrand_AllRegions,183665142676,AllRegions_AllConsumerProducts,1,0,0.0,0.0
1rst source bank near me,apply for checking account online,BROAD,22876064318,FCB_Search_Checking_AllConsumerProductsNonBrand_AllRegions,183665142676,AllRegions_AllConsumerProducts,1,0,0.0,0.0
1sr summit bank,apply for checking account online,BROAD,22876064318,FCB_Search_Checking_AllConsumerProductsNonBrand_AllRegions,183665142676,AllRegions_AllConsumerProducts,3,0,0.0,0.0
1st,apply for checking account online,BROAD,22876064318,FCB_Search_Checking_AllConsumerProductsNonBrand_AllRegions,183665142676,AllRegions_AllConsumerProducts,3,0,0.0,0.0
1st 5th bank near me,apply for checking account online,BROAD,22876064318,FCB_Search_Checking_AllConsumerProductsNonBrand_AllRegions,183665142676,AllRegions_AllConsumerProducts,1,0,0.0,0.0
1st capital,apply for checking account online,BROAD,22876064318,FCB_Search_Checking_AllConsumerProductsNonBrand_AllRegions,183665142676,AllRegions_AllConsumerProducts,1,0,0.0,0.0
