date,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword,match_type,apps,approved,funded,production,value,cc_appvd,deposit_appvd,personal_appvd,vehicle_appvd,heloc_appvd
2026-02-01,23228929821,KCU - Personal - Brand,185493406502,General Banking,kitsap credit union,PHRASE,1,0,0,0.0,0.0,0,0,0,0,0
2026-02-01,23379709610,KCU - Personal - Brand Brand Geo Test,191301547438,General Banking,kitsap credit union,PHRASE,1,0,0,0.0,0.0,0,0,0,0,0
2026-02-04,23379709610,KCU - Personal - Brand Brand Geo Test,191301547438,General Banking,kitsap credit union,PHRASE,2,0,0,0.0,0.0,0,0,0,0,0
2026-02-09,23228929821,KCU - Personal - Brand,185493406502,General Banking,kitsap credit union,PHRASE,1,0,0,0.0,0.0,0,0,0,0,0
2026-02-09,23379709610,KCU - Personal - Brand Brand Geo Test,191301547438,General Banking,kitsap credit union,PHRASE,1,0,0,0.0,0.0,0,0,0,0,0
2026-02-11,23238626386,KCU - Personal - NB,185493406702,General Banking,better bank account,PHRASE,2,1,0,0.0,0.0,0,1,0,0,0
2026-02-11,23379709610,KCU - Personal - Brand Brand Geo Test,191301547438,General Banking,kitsap credit union,PHRASE,1,1,0,0.0,0.0,0,0,0,0,1
2026-02-14,23228929821,KCU - Personal - Brand,185493406502,General Banking,kitsap credit union,PHRASE,1,0,0,0.0,0.0,0,0,0,0,0
2026-02-15,23228929821,KCU - Personal - Brand,185493406502,General Banking,kitsap credit union,PHRASE,1,0,0,0.0,0.0,0,0,0,0,0
2026-02-15,23379709610,KCU - Personal - Brand Brand Geo Test,191301547438,General Banking,kitsap credit union,PHRASE,1,1,0,0.0,0.0,0,0,0,1,0
2026-02-16,23228929821,KCU - Personal - Brand,185493406502,General Banking,kitsap credit union,PHRASE,1,1,0,0.0,0.0,0,1,0,0,0
2026-02-17,23228929821,KCU - Personal - Brand,185493406502,General Banking,kitsap credit union,PHRASE,1,0,0,0.0,0.0,0,0,0,0,0
2026-02-18,23228929821,KCU - Personal - Brand,185493406502,General Banking,kitsap credit union,PHRASE,4,1,0,0.0,0.0,0,0,1,0,0
2026-02-20,23228929821,KCU - Personal - Brand,185493406502,General Banking,kitsap cu,PHRASE,1,0,0,0.0,0.0,0,0,0,0,0
