campaign_id,campaign_name,ad_group_id,ad_group_name,keyword,match_type,impressions,clicks,cost,conversions
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,bank account,BROAD,1732,155,305.535056,3.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,bank account sign in,BROAD,316,143,1.982294,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,best interest rates,BROAD,664,115,54.260239,2.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,credit credit,BROAD,475,85,36.259715,1.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,local credit union banks near me,BROAD,440,62,28.952783,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,local banks and credit unions,BROAD,458,53,8.580209,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,cash back debit card,BROAD,237,43,43.694371,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,check deposit,BROAD,296,37,38.171605,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,best banks for checking,BROAD,481,33,58.942202,1.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,get a bank account online,BROAD,147,29,19.472575,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,checking account,BROAD,153,28,33.32758,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,current account,BROAD,184,28,20.438958999999997,1.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,cash check online instantly without bank account,BROAD,209,27,45.414404999999995,1.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,best cd rates near me,BROAD,161,21,14.134713999999999,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,bank near me open,BROAD,565,20,24.23,1.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,free checking account,BROAD,159,19,42.025851,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,banks with free checking accounts with no deposit,BROAD,105,19,20.442627,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,federal credit union bank account,BROAD,155,18,8.778548,2.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,free banking,BROAD,289,18,70.178336,1.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,refinance companies,BROAD,74,17,5.03,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,best credit union online banking,BROAD,60,17,1.197254,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,bank rate,BROAD,118,17,12.367192,1.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,open an account,BROAD,63,16,8.236889,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,best checking account,BROAD,156,14,12.60122,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,debit account,BROAD,87,14,14.992992,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,top 10 credit unions,BROAD,130,13,13.779703,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,banks with early direct deposit,BROAD,101,13,13.392878,0.020874
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,banks to open online,BROAD,213,12,24.11,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,cd rates near me,BROAD,99,11,8.422509,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,the best credit unions,BROAD,85,9,10.392296,0.0
20266474689,SEARCH | Auto Expert,150216545997,Auto Expert - Ad Group,sell car online,BROAD,140,8,12.878539,0.0
20266474689,SEARCH | Auto Expert,150216545997,Auto Expert - Ad Group,online car sales,BROAD,242,8,19.962339,2.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,free bank account,BROAD,100,7,0.63,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,best local bank near me,BROAD,145,7,6.490688,0.0
20266474689,SEARCH | Auto Expert,150216545997,Auto Expert - Ad Group,buy used cars online,BROAD,126,7,13.313902,3.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,chase high yield savings,BROAD,317,6,17.13,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,checking,BROAD,69,6,20.701833999999998,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,open online checking account,BROAD,88,6,0.31571400000000005,0.0
20266474689,SEARCH | Auto Expert,150216545997,Auto Expert - Ad Group,buy a car online and have it delivered,BROAD,158,6,30.14,0.0
20266474689,SEARCH | Auto Expert,150216545997,Auto Expert - Ad Group,sell your car online,BROAD,59,5,11.290000000000001,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,us bank online banking sign in,BROAD,226,5,32.668826,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,union bank,BROAD,75,5,5.768750000000001,0.0
20266474689,SEARCH | Auto Expert,150216545997,Auto Expert - Ad Group,car online,BROAD,143,4,5.4799999999999995,3.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,schools first fcu credit card,BROAD,126,4,15.195433,0.5
20266474689,SEARCH | Auto Expert,150216545997,Auto Expert - Ad Group,best online car buying sites,BROAD,93,4,9.340000000000002,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,top credit union banks,BROAD,52,4,13.75,0.0
20266474689,SEARCH | Auto Expert,150216545997,Auto Expert - Ad Group,auto expert,BROAD,32,4,5.658526,0.0
20266474689,SEARCH | Auto Expert,150216545997,Auto Expert - Ad Group,preowned cars for sale near me,BROAD,105,4,16.200198,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,bank of america debit,BROAD,135,4,0.06,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,com savings credit union,BROAD,145,4,3.6666659999999998,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,best local banks,BROAD,76,4,0.41000000000000003,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,bank account near me,BROAD,265,4,0.07,0.0
20266474689,SEARCH | Auto Expert,150216545997,Auto Expert - Ad Group,cars for sale near my location,BROAD,84,3,6.859999999999999,0.0
20266474689,SEARCH | Auto Expert,150216545997,Auto Expert - Ad Group,online car buying and financing,BROAD,80,3,3.5,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,checking near me,BROAD,46,3,0.87,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,local cd rates credit unions,BROAD,38,3,0.97,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,navy federal credit union checking,BROAD,109,2,3.99,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,best checking accounts in california,BROAD,15,2,2.46,0.0
20266474689,SEARCH | Auto Expert,150216545997,Auto Expert - Ad Group,buy new car online,BROAD,81,2,23.259999999999998,1.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,open bank online,BROAD,92,2,1.57,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,us bank online banking account,BROAD,68,2,5.87581,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,deposit through atm,BROAD,51,2,0.08,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,navy federal branch near me,BROAD,76,2,0.6,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,get a us bank account,BROAD,90,2,5.829999999999999,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,credit union checking account near me,BROAD,22,2,0.09999999999999999,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,chase bank current cd rates,BROAD,75,2,0.03,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,interest rate us bank,BROAD,44,1,2.31,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,account bank,BROAD,6,1,0.01,0.0
20266474689,SEARCH | Auto Expert,150216545997,Auto Expert - Ad Group,cars for sale online near me,BROAD,59,1,1.24,1.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,apply for navy federal checking account,BROAD,40,1,0.01,0.0
20266474689,SEARCH | Auto Expert,150216545997,Auto Expert - Ad Group,auto online,BROAD,12,1,0.893692,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,banks near me to open account,BROAD,109,1,0.02,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,shared branch credit union near me,BROAD,4,1,0.01,0.0
20266474689,SEARCH | Auto Expert,150216545997,Auto Expert - Ad Group,best used car sites,BROAD,29,1,1.88,1.0
20266474689,SEARCH | Auto Expert,150216545997,Auto Expert - Ad Group,best place to buy used cars online,BROAD,55,1,1.89,0.0
20266474689,SEARCH | Auto Expert,150216545997,Auto Expert - Ad Group,shop cars online,BROAD,1,0,0.0,0.0
20266474689,SEARCH | Auto Expert,150216545997,Auto Expert - Ad Group,best online car dealer,BROAD,8,0,0.0,0.0
20266474689,SEARCH | Auto Expert,150216545997,Auto Expert - Ad Group,online dealership,BROAD,54,0,0.0,0.0
20266474689,SEARCH | Auto Expert,150216545997,Auto Expert - Ad Group,places to buy cars online,BROAD,7,0,0.0,0.0
20266474689,SEARCH | Auto Expert,150216545997,Auto Expert - Ad Group,call auto credit,BROAD,2,0,0.0,0.0
20266474689,SEARCH | Auto Expert,150216545997,Auto Expert - Ad Group,online auto,BROAD,10,0,0.0,0.0
20266474689,SEARCH | Auto Expert,150216545997,Auto Expert - Ad Group,car sell near me,BROAD,7,0,0.0,0.0
20266474689,SEARCH | Auto Expert,150216545997,Auto Expert - Ad Group,car shopping websites,BROAD,1,0,0.0,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,10 best credit unions,BROAD,7,0,0.0,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,i need a bank account now,BROAD,4,0,0.0,0.0
20266474689,SEARCH | Auto Expert,150216545997,Auto Expert - Ad Group,auto expert online,BROAD,1,0,0.0,0.0
8701600450,SEARCH | Ascend Checking,126094451913,2021 Q3 Digital Services Ascend,us bank savings,BROAD,51,0,0.0,0.0
