location,impressions,clicks,cost,conversions
geoTargetConstants/9052177,164,1,0.143003,0.0
geoTargetConstants/9052191,4550,3,3.450214,0.0
geoTargetConstants/9052259,3000,22,25.359447,0.0
geoTargetConstants/9052561,3968,11,40.188015,0.0
geoTargetConstants/9052725,97,0,0.07380600000000001,0.0
geoTargetConstants/9052729,32,0,0.024867,0.0
geoTargetConstants/9052775,1617,6,4.181890999999999,0.0
geoTargetConstants/9052850,2096,0,1.588449,0.0
geoTargetConstants/9052888,14,0,0.015009,0.0
geoTargetConstants/9053039,556,9,31.734069,0.0
geoTargetConstants/9053107,1,0,0.001117,0.0
geoTargetConstants/9053124,20,0,0.014029,0.0
geoTargetConstants/9053170,33,0,0.014803,0.0
geoTargetConstants/9053199,26,3,2.54,0.0
geoTargetConstants/9073459,3929,89,29.603269,0.0
geoTargetConstants/9189310,224,0,0.153774,0.0
geoTargetConstants/9189395,6560,6,5.414417,0.0
geoTargetConstants/9189454,2762,8,26.277417999999997,0.0
geoTargetConstants/9189804,1955,2,1.632108,0.0
geoTargetConstants/9189894,554,12,2.990556,0.0
geoTargetConstants/9190328,3200,1,2.40543,0.0
geoTargetConstants/9190349,19,3,1.2697310000000002,0.0
geoTargetConstants/9190625,233,1,0.183035,0.0
geoTargetConstants/9190654,13,0,0.012386,0.0
geoTargetConstants/9190743,3310,4,11.199000999999999,0.0
geoTargetConstants/9190780,53,12,3.5876719999999995,0.0
geoTargetConstants/9191201,3213,6,9.048794000000001,0.0
geoTargetConstants/9191249,113,0,0.095891,0.0
geoTargetConstants/9191352,450,0,0.352091,0.0
geoTargetConstants/9191588,579,7,6.4599590000000005,0.0
geoTargetConstants/9191885,2566,0,1.980372,0.0
geoTargetConstants/9191962,47,4,15.380673999999999,0.0
geoTargetConstants/9192063,334,23,52.035867999999994,0.0
geoTargetConstants/9192092,91,0,0.039632,0.0
geoTargetConstants/9192253,1256,32,2.900094,0.0
geoTargetConstants/9192412,3030,2,2.4138610000000003,0.0
geoTargetConstants/9192450,61,0,0.057363000000000004,0.0
geoTargetConstants/9192859,3,0,0.002356,0.0
geoTargetConstants/9193220,156,0,0.11117,0.0
geoTargetConstants/9193515,5,0,0.006176,0.0
geoTargetConstants/9193545,14,2,0.388328,0.0
geoTargetConstants/9194096,181,48,24.690808,0.0
geoTargetConstants/9194192,2722,8,10.282526,0.0
geoTargetConstants/9194216,1032,0,0.864337,0.0
geoTargetConstants/9194277,7,2,0.085542,0.0
geoTargetConstants/9194285,80,0,0.056287,0.0
geoTargetConstants/9194534,2,0,0.0,0.0
geoTargetConstants/9194571,142,0,0.11413899999999999,0.0
geoTargetConstants/9194814,196,39,14.714466,0.0
geoTargetConstants/9194961,4251,0,3.289126,0.0
geoTargetConstants/9195521,5,0,0.0,0.0
geoTargetConstants/9195613,1,0,0.0,0.0
geoTargetConstants/9195698,671,1,0.415062,0.0
geoTargetConstants/9195978,1,0,0.0,0.0
geoTargetConstants/9196025,2025,22,27.343934,0.0
geoTargetConstants/9196378,22,9,1.1368,0.0
geoTargetConstants/9196529,1,1,1.139324,0.0
geoTargetConstants/9196628,2454,1,1.863671,0.0
geoTargetConstants/9196737,493,6,0.597423,0.0
geoTargetConstants/9197044,809,23,7.095089,0.0
geoTargetConstants/9197102,471,96,114.466253,0.0
geoTargetConstants/9197116,2959,8,9.492759,0.0
geoTargetConstants/9197376,4138,1,3.111841,0.0
geoTargetConstants/9197803,3132,6,14.026052,0.0
geoTargetConstants/9207346,226,5,6.940379999999999,0.0
geoTargetConstants/9208048,2,1,0.0,0.0
geoTargetConstants/9209401,174,1,0.126113,0.0
geoTargetConstants/9209609,958,18,14.215670000000001,0.0
geoTargetConstants/9212114,14,5,0.050076999999999997,0.0
geoTargetConstants/9212322,1770,2,1.2828,0.0
geoTargetConstants/9212469,15,3,0.61,0.0
geoTargetConstants/9212774,67,3,1.5514539999999999,0.0
geoTargetConstants/9213840,79,1,1.631757,0.0
geoTargetConstants/9214727,41,0,0.02968,0.0
geoTargetConstants/9215355,132,0,0.136136,0.0
geoTargetConstants/9216559,473,4,1.092663,0.0
geoTargetConstants/9217599,2302,20,27.968447,0.0
geoTargetConstants/9218158,192,3,0.291262,0.0
geoTargetConstants/9220074,182,7,5.256107,0.0
geoTargetConstants/9220418,2310,7,12.746626,0.0
