location,impressions,clicks,cost,conversions
geoTargetConstants/1013524,1010,2,0.624963,0.0
geoTargetConstants/1013525,2863,11,49.09318,0.0
geoTargetConstants/1013531,5641,6,4.28014,0.0
geoTargetConstants/1013535,6055,219,63.581656,1.9693450000000001
geoTargetConstants/1013537,1866,0,1.602699,0.0
geoTargetConstants/1013542,149226,372,939.270158,3.9805520000000003
geoTargetConstants/1013549,9991,30,73.2723,0.0
geoTargetConstants/1013552,7510,7,5.426355,0.0
geoTargetConstants/1013557,111,0,0.068817,0.0
geoTargetConstants/1013564,257,0,0.184542,0.0
geoTargetConstants/1013567,298,0,0.23810599999999998,0.0
geoTargetConstants/1013569,264,1,0.7115710000000001,0.0
geoTargetConstants/1013571,33,0,0.022394999999999998,0.0
geoTargetConstants/1013573,4179,37,70.670706,0.0
geoTargetConstants/1013574,4177,8,14.864016,0.0
geoTargetConstants/1013576,420,41,80.602695,1.0
geoTargetConstants/1013577,2,0,0.003854,0.0
geoTargetConstants/1013580,4154,3,3.211645,0.0
geoTargetConstants/1013587,5420,2,4.043929,0.0
geoTargetConstants/1013588,2037,13,32.404087,0.0
geoTargetConstants/1013589,720,9,21.349071000000002,0.0
geoTargetConstants/1013598,2165,17,72.93368000000001,0.0
geoTargetConstants/1013601,1604,9,22.300894,0.0
geoTargetConstants/1013605,1794,45,21.541877,0.0
geoTargetConstants/1013608,1693,7,4.026413,0.0
geoTargetConstants/1013613,5092,45,114.978057,2.0
geoTargetConstants/1013621,7964,37,94.49176200000001,0.0
geoTargetConstants/1013622,17712,8,14.056851,0.0
geoTargetConstants/1013629,416,6,5.238386,0.0
geoTargetConstants/1013630,2,0,0.0,0.0
geoTargetConstants/1013634,839,8,9.331660000000001,0.0
geoTargetConstants/1013641,70,1,0.077256,0.0
geoTargetConstants/1013643,884,17,7.222999,1.0
geoTargetConstants/1013651,33159,588,353.230844,5.0
geoTargetConstants/1013656,16200,5,12.949182,0.0
geoTargetConstants/1013658,24,0,0.018402,0.0
geoTargetConstants/1013661,4739,31,56.859824,0.0
geoTargetConstants/1013666,7623,2,5.912812,0.0
geoTargetConstants/1013673,2392,24,66.115244,2.0
geoTargetConstants/1013674,6717,66,225.105639,1.0
geoTargetConstants/1013677,67604,2154,1081.91813,17.734693
geoTargetConstants/1013679,10,0,0.005928,0.0
geoTargetConstants/1013680,4423,2,3.645199,0.0
geoTargetConstants/1013687,1784,14,21.729567,0.0
geoTargetConstants/1013693,198,0,0.135071,0.0
geoTargetConstants/1013696,5625,2,4.327742,0.0
geoTargetConstants/1013701,14025,134,339.012358,2.0
geoTargetConstants/1013703,5388,9,7.889963,0.0
geoTargetConstants/1013705,10998,104,346.604487,5.0
geoTargetConstants/1013709,5926,3,4.535361,0.0
geoTargetConstants/1013711,1476,12,9.214421999999999,0.0
geoTargetConstants/1013714,2354,0,1.853505,0.0
geoTargetConstants/1013716,6653,46,94.941097,2.999435
geoTargetConstants/1013717,224,7,0.239855,0.0
geoTargetConstants/1013719,3821,42,140.718378,0.937767
geoTargetConstants/1013724,2190,12,4.643161,0.0
geoTargetConstants/1013728,155,0,0.078516,0.0
geoTargetConstants/1013731,4,0,0.004778,0.0
geoTargetConstants/1013737,5457,2,4.121967,0.0
geoTargetConstants/1013751,50204,1085,485.201139,5.788194
geoTargetConstants/1013757,4994,3,3.652796,0.0
geoTargetConstants/1013758,6148,1,5.092048,0.0
geoTargetConstants/1013768,29591,486,306.460159,7.0
geoTargetConstants/1013771,56164,1249,661.022649,10.0
geoTargetConstants/1013780,14258,191,135.224831,0.0
geoTargetConstants/1013790,17486,124,329.619147,0.0
geoTargetConstants/1013798,5781,31,62.110476,0.0
geoTargetConstants/1013807,823,2,3.44249,0.0
geoTargetConstants/1013808,13102,90,247.79973800000002,3.0
geoTargetConstants/1013812,22896,81,234.8605,0.0
geoTargetConstants/1013813,8656,5,6.4553899999999995,0.0
geoTargetConstants/1013819,14406,6,10.76846,0.0
geoTargetConstants/1013820,5223,3,3.874204,0.0
geoTargetConstants/1013825,6955,20,41.718348,0.0
geoTargetConstants/1013841,15,0,0.01205,0.0
geoTargetConstants/1013846,7242,5,5.838244,0.0
geoTargetConstants/1013851,861,3,3.002961,0.0
geoTargetConstants/1013852,13444,231,345.777782,3.955325
geoTargetConstants/1013856,1987,0,1.600366,0.0
geoTargetConstants/1013857,11205,38,75.258464,0.0
geoTargetConstants/1013859,4605,24,54.988329,1.0
geoTargetConstants/1013863,1243,54,69.599692,1.0
geoTargetConstants/1013869,22765,143,421.626117,3.0
geoTargetConstants/1013870,2670,0,2.029307,0.0
geoTargetConstants/1013876,4503,63,37.290489,0.0
geoTargetConstants/1013878,10,0,0.00122,0.0
geoTargetConstants/1013879,5453,46,78.235802,0.0
geoTargetConstants/1013880,8513,2,6.567972,0.0
geoTargetConstants/1013883,55151,388,1078.028431,8.0
geoTargetConstants/1013887,142,4,5.473201,0.0
geoTargetConstants/1013889,3548,87,57.579978,0.0
geoTargetConstants/1013891,861,2,20.207741,0.0
geoTargetConstants/1013892,2694,23,10.754698,0.0
geoTargetConstants/1013907,3103,0,2.222436,0.0
geoTargetConstants/1013908,4533,1,3.338688,0.0
geoTargetConstants/1013909,568,2,0.366217,0.0
geoTargetConstants/1013912,27569,751,338.032647,4.917433
geoTargetConstants/1013913,4716,2,3.490574,0.0
geoTargetConstants/1013914,2189,29,100.82678,1.0
geoTargetConstants/1013915,11539,2,8.322267,0.0
geoTargetConstants/1013916,7430,27,49.815242,1.0
geoTargetConstants/1013917,3599,1,2.514309,0.0
geoTargetConstants/1013918,3,0,0.005553,0.0
geoTargetConstants/1013920,2697,17,41.404211000000004,0.0
geoTargetConstants/1013921,5930,44,139.346505,1.0
geoTargetConstants/1013922,7093,67,171.910668,2.9375780000000002
geoTargetConstants/1013923,1295,15,27.389042,0.0
geoTargetConstants/1013924,6160,225,376.901193,2.0
geoTargetConstants/1013925,7809,81,196.14155300000002,2.0
geoTargetConstants/1013926,64,0,0.054259,0.0
geoTargetConstants/1013929,13588,269,101.779489,1.333333
geoTargetConstants/1013930,5239,3,3.855846,0.0
geoTargetConstants/1013931,3647,1,2.599955,0.0
geoTargetConstants/1013935,967,2,0.717846,0.0
geoTargetConstants/1013942,5796,272,125.473191,0.0
geoTargetConstants/1013954,2468,14,39.207545,0.0
