location,impressions,clicks,cost,conversions
geoTargetConstants/1016734,991,80,115.653442,12.996461
geoTargetConstants/1019118,38,0,0.011996000000000001,0.0
geoTargetConstants/1019120,373,46,25.152673999999998,4.0
geoTargetConstants/1019123,14,0,0.019424999999999998,0.0
geoTargetConstants/1019126,662,77,57.673088,3.333334
geoTargetConstants/1019128,13,0,0.027193000000000002,0.0
geoTargetConstants/1019133,153,7,18.924738,2.0
geoTargetConstants/1019135,15,2,0.02,0.0
geoTargetConstants/1019158,34,2,0.088636,0.0
geoTargetConstants/1019163,70,5,1.0435189999999999,0.0
geoTargetConstants/1019175,168,13,9.435271,2.0
geoTargetConstants/1019180,8,0,0.0,0.0
geoTargetConstants/1019192,514,85,34.89189,4.0062359999999995
geoTargetConstants/1019193,11,0,0.0,0.0
geoTargetConstants/1019194,112,17,9.751344,2.0
geoTargetConstants/1019198,10,0,0.0,0.0
geoTargetConstants/1019204,31,6,11.640808999999999,1.0
geoTargetConstants/1019211,64,6,5.6303,0.0
geoTargetConstants/1019216,15,1,0.013644,0.0
geoTargetConstants/1019217,4,0,0.0,0.0
geoTargetConstants/1019220,578,61,67.612433,6.446648
geoTargetConstants/1019226,13,0,0.004869,0.0
geoTargetConstants/1019227,82,6,8.417454999999999,0.0
geoTargetConstants/1019237,22,4,13.322028,0.0
geoTargetConstants/1019244,1055,169,178.314347,17.0
geoTargetConstants/1019245,472,72,48.935318,8.0
geoTargetConstants/1019247,5,0,0.0,0.0
geoTargetConstants/1019250,13651,2104,2063.398183,184.630294
geoTargetConstants/1019252,54,6,7.171392,0.0
geoTargetConstants/1019259,14,0,0.010455,0.0
geoTargetConstants/1019260,47,5,8.555883,2.0
geoTargetConstants/1019266,288,52,32.329447,4.0
geoTargetConstants/1019276,13,0,0.004365,0.0
geoTargetConstants/1019282,15,0,0.007897000000000001,0.0
geoTargetConstants/1019285,234,50,6.812345,0.0
geoTargetConstants/1019288,3,0,0.0,0.0
geoTargetConstants/1019293,83,0,0.041213,0.0
geoTargetConstants/1019296,1,0,0.0,0.0
geoTargetConstants/1019297,56,3,4.736226,0.0
geoTargetConstants/1019303,336,41,16.613988,2.0
geoTargetConstants/1019310,9,0,0.0,0.0
geoTargetConstants/1019324,223,68,22.003867,1.0
geoTargetConstants/1019325,17,2,1.607159,0.0
geoTargetConstants/1019330,498,73,46.04034,7.851488000000001
geoTargetConstants/1019335,215,40,12.100951,1.0
geoTargetConstants/1019337,138,15,19.454169,1.0
geoTargetConstants/1019345,46,9,17.045516,3.0
geoTargetConstants/1019350,36,2,0.291881,0.0
geoTargetConstants/1019351,489,65,77.089835,9.013224000000001
geoTargetConstants/1019354,76,5,7.620302,0.0
geoTargetConstants/1019363,235,14,19.743602,1.0
geoTargetConstants/1019366,26,3,2.688207,0.0
geoTargetConstants/1019368,33,2,3.550186,0.0
geoTargetConstants/1019370,325,25,23.946790999999997,2.0
geoTargetConstants/1019380,6,3,13.49,2.0
geoTargetConstants/1019388,10,0,0.035124999999999997,0.0
geoTargetConstants/1019399,1,0,0.0,0.0
geoTargetConstants/1019401,3,1,0.07,0.0
geoTargetConstants/1019402,54,4,8.287013,0.0
geoTargetConstants/1019405,80,3,8.147208000000001,1.0
geoTargetConstants/1019413,12,0,0.007777,0.0
geoTargetConstants/1019415,353,52,45.622481,3.0
geoTargetConstants/1019419,797,130,92.623351,8.967573
geoTargetConstants/1019422,1,0,0.005622,0.0
geoTargetConstants/1019425,443,102,32.69764,2.0
geoTargetConstants/1019426,139,19,17.31332,1.0
geoTargetConstants/1019428,20,2,1.46,0.0
geoTargetConstants/1019434,19,1,2.06,0.0
geoTargetConstants/1019436,27,4,5.748202,0.0
geoTargetConstants/1019441,40,3,3.212514,1.0
geoTargetConstants/1019444,33,7,0.19043300000000002,0.0
geoTargetConstants/1019447,65,5,3.0105239999999998,2.0
geoTargetConstants/1019448,7,0,0.003924,0.0
geoTargetConstants/1019453,15,1,2.698731,0.0
geoTargetConstants/1019459,34,11,3.831613,0.0
geoTargetConstants/1019465,105,11,10.605146000000001,1.0
geoTargetConstants/1019472,116,16,24.673606,2.0
geoTargetConstants/1019480,195,19,15.472462,0.0
geoTargetConstants/1019484,33,3,5.531504,0.0
geoTargetConstants/1019491,26,0,0.0,0.0
geoTargetConstants/1019493,153,12,13.73179,0.0
geoTargetConstants/1019496,553,37,45.238115,4.010692
geoTargetConstants/1019498,432,84,96.353,3.0
geoTargetConstants/1019514,1,0,0.0,0.0
geoTargetConstants/1019519,8,1,1.583803,0.0
geoTargetConstants/1019524,14,1,0.905,0.0
geoTargetConstants/1019529,58,3,3.6141300000000003,0.0
geoTargetConstants/1019534,125,14,10.468112,4.986776
geoTargetConstants/1019536,353,27,51.806922,3.0
geoTargetConstants/1019538,145,9,8.442003,0.0
geoTargetConstants/1019539,9,1,2.31,0.0
geoTargetConstants/1019551,1037,173,156.814639,13.98221
geoTargetConstants/1019556,22,3,6.806537,0.0
geoTargetConstants/1019557,340,39,59.585023,5.0
geoTargetConstants/1019563,37,4,5.79622,0.0
geoTargetConstants/1019564,670,98,133.425591,2.0
geoTargetConstants/1019568,286,37,25.989819,1.0
geoTargetConstants/1019569,255,40,18.377227,2.0
geoTargetConstants/1019573,94,3,0.452697,0.0
geoTargetConstants/1019576,30,2,6.426721,0.0
geoTargetConstants/1019591,18,0,0.0,0.0
geoTargetConstants/1019593,74,3,2.306938,0.0
geoTargetConstants/1019594,1046,232,82.26034,13.98221
geoTargetConstants/1019595,222,41,18.493142,1.0
geoTargetConstants/1019602,49,3,4.990145,1.0
geoTargetConstants/1019603,243,31,22.605719,4.0
geoTargetConstants/1019612,603,62,40.864748999999996,2.0
geoTargetConstants/1019619,705,121,84.248341,8.973116
geoTargetConstants/1019622,87,10,24.534288,3.0
geoTargetConstants/1019628,357,26,32.191945,2.0
geoTargetConstants/1019635,21,2,3.2870959999999996,1.0
geoTargetConstants/1019645,124,10,8.116122,1.0
geoTargetConstants/1019647,1499,161,283.230635,21.564068
geoTargetConstants/1019648,102,19,18.112026,1.0
geoTargetConstants/1019650,184,12,21.483634,1.0
geoTargetConstants/1019654,180,43,16.025233,0.0
geoTargetConstants/1019657,134,14,12.438552999999999,0.0
geoTargetConstants/1019659,807,85,49.97030899999999,4.0
geoTargetConstants/1019661,82,6,13.920404,1.0
geoTargetConstants/1019664,59,5,10.043697,1.0
geoTargetConstants/1019668,97,8,11.190446999999999,0.0
geoTargetConstants/1019671,9,2,2.990372,1.0
geoTargetConstants/1019672,313,49,47.911474,4.666666
geoTargetConstants/9051530,74,2,0.802956,0.0
geoTargetConstants/9051606,160,17,15.669788,1.0
geoTargetConstants/9051631,20,1,3.294399,0.0
geoTargetConstants/9051659,1732,431,213.460873,13.0
geoTargetConstants/9051936,694,98,58.245763,9.936594
geoTargetConstants/9051969,36,1,2.465897,0.0
geoTargetConstants/9051996,216,18,27.03481,0.0
geoTargetConstants/9052073,19,3,3.549999,1.0
geoTargetConstants/9052074,986,189,149.47643000000002,13.076459
geoTargetConstants/9052075,132,17,10.167925,1.0
geoTargetConstants/9052179,122,8,16.730026000000002,2.0
geoTargetConstants/9052364,85,20,0.266387,0.0
geoTargetConstants/9052438,75,4,9.777982,1.0
geoTargetConstants/9052585,12,1,0.018871,0.0
geoTargetConstants/9052606,113,4,6.686819,0.0
geoTargetConstants/9052620,64,2,6.086942,0.0
geoTargetConstants/9052692,154,33,16.481643000000002,2.987032
geoTargetConstants/9052754,353,56,23.707837,0.98221
geoTargetConstants/9052760,295,17,18.216366,3.0
geoTargetConstants/9052832,246,16,25.86395,2.0
geoTargetConstants/9052905,16,0,0.003633,0.0
geoTargetConstants/9053044,362,69,25.606893,5.0
geoTargetConstants/9053202,976,216,132.758147,8.0
geoTargetConstants/9053228,1,0,0.000944,0.0
geoTargetConstants/9190397,10,0,0.0,0.0
geoTargetConstants/9191661,74,4,0.42127000000000003,0.0
geoTargetConstants/9191840,26,2,3.5536090000000002,0.0
geoTargetConstants/9192066,52,4,0.733356,0.0
geoTargetConstants/9195254,90,15,0.405507,0.916714
geoTargetConstants/9195435,182,12,19.991587,0.0
geoTargetConstants/9196452,36,1,0.62791,0.0
geoTargetConstants/9219228,141,15,11.897594000000002,0.0
