location,impressions,clicks,cost,conversions
geoTargetConstants/1025034,3345,132,142.65010700000002,19.0
geoTargetConstants/1025035,111,8,5.56212,0.0
geoTargetConstants/1025045,4025,0,22.057326,0.0
geoTargetConstants/1025047,1899,0,10.074359,0.0
geoTargetConstants/1025048,3630,0,20.190891999999998,0.0
geoTargetConstants/1025054,1366,0,7.541526,0.0
geoTargetConstants/1025056,881,49,40.079745,2.0
geoTargetConstants/1025057,1196,1,6.511162,0.0
geoTargetConstants/1025061,1755,104,48.891788,3.0
geoTargetConstants/1025063,4592,48,74.308408,10.0
geoTargetConstants/1025064,6891,184,175.01802700000002,15.999682
geoTargetConstants/1025069,26795,117,192.488768,10.544248
geoTargetConstants/1025070,6460,0,35.129995,0.0
geoTargetConstants/1025074,364,0,2.0269019999999998,0.0
geoTargetConstants/1025079,8578,16,64.912905,4.999555
geoTargetConstants/1025080,49,0,0.208013,0.0
geoTargetConstants/1025082,7,3,2.926002,0.0
geoTargetConstants/1025087,1634,52,59.469353,5.0
geoTargetConstants/1025088,496,0,2.68377,0.0
geoTargetConstants/1025089,3228,3,22.066273,6.0
geoTargetConstants/1025093,2770,81,69.463064,6.0
geoTargetConstants/1025096,2016,39,25.953919,3.0
geoTargetConstants/1025098,4,1,0.01,0.0
geoTargetConstants/1025100,6081,111,70.456575,11.287156
geoTargetConstants/1025102,386,6,3.94859,1.0
geoTargetConstants/1025103,2422,1,13.429639,0.0
geoTargetConstants/1025104,1827,90,62.174774,8.0
geoTargetConstants/1025113,880,0,4.667546,0.0
geoTargetConstants/1025114,4538,1,24.963570999999998,0.0
geoTargetConstants/1025115,1740,49,35.446457,2.0
geoTargetConstants/1025120,1646,0,9.153834999999999,0.0
geoTargetConstants/1025121,1541,33,38.707441,5.0
geoTargetConstants/1025122,3592,273,146.594198,10.0
geoTargetConstants/1025123,28,0,0.153774,0.0
geoTargetConstants/1025125,136,20,16.711488,2.0
geoTargetConstants/1025126,680,0,3.7509099999999997,0.0
geoTargetConstants/1025127,2419,126,83.423506,14.493672
geoTargetConstants/1025133,756,0,4.117416,0.0
geoTargetConstants/1025134,1577,10,24.652152,5.0
geoTargetConstants/1025135,10574,344,259.818407,24.0
geoTargetConstants/1025136,5343,9,40.181959,0.0
geoTargetConstants/1025137,72,6,8.223339,0.0
geoTargetConstants/1025139,2040,1,11.224242,0.0
geoTargetConstants/1025140,1680,0,9.265712,0.0
geoTargetConstants/1025141,2,0,0.003472,0.0
geoTargetConstants/1025142,23,0,0.00701,0.0
geoTargetConstants/1025146,489,5,5.151899,0.0
geoTargetConstants/1025147,60,0,0.295782,0.0
geoTargetConstants/1025148,101,0,0.5365449999999999,0.0
geoTargetConstants/1025149,3873,0,21.268602,0.0
geoTargetConstants/1025150,2220,0,11.962139,0.0
geoTargetConstants/1025153,4425,1,23.641181,0.0
geoTargetConstants/1025155,5471,73,82.36314899999999,4.0
geoTargetConstants/1025156,4502,0,24.779999,0.0
geoTargetConstants/1025158,1369,98,90.058426,13.0
geoTargetConstants/1025159,53,0,0.182175,0.0
geoTargetConstants/1025164,655,50,15.17929,2.0
geoTargetConstants/1025165,163,0,0.971012,0.0
geoTargetConstants/1025172,1010,0,5.637722,0.0
geoTargetConstants/1025176,73,8,4.3661,0.0
geoTargetConstants/1025180,4567,7,30.63143,1.0
geoTargetConstants/1025181,706,0,4.0127,0.0
geoTargetConstants/1025182,556,0,3.035689,0.0
geoTargetConstants/1025185,857,44,50.886884,6.0
geoTargetConstants/1025191,10,0,0.0,0.0
geoTargetConstants/1025194,4426,1,24.292282,0.0
geoTargetConstants/1025197,361867,48,1835.829017,0.0
geoTargetConstants/1025198,4,1,0.279707,0.0
geoTargetConstants/1025199,6624,0,36.150991,0.0
geoTargetConstants/1025201,564,0,3.18807,0.0
geoTargetConstants/1025202,106018,2433,2317.669069,208.738134
geoTargetConstants/1025205,16,0,0.10023599999999999,0.0
geoTargetConstants/1025207,3232,0,17.331389,0.0
geoTargetConstants/1025212,5,0,0.0,0.0
geoTargetConstants/1025214,880,0,4.8220979999999996,0.0
geoTargetConstants/1025217,2366,135,132.377994,12.0
geoTargetConstants/1025218,4220,0,22.762548,0.0
geoTargetConstants/1025219,1652,0,8.981487,0.0
geoTargetConstants/1025226,266,0,1.427138,0.0
geoTargetConstants/1025227,81,0,0.39053699999999997,0.0
geoTargetConstants/1025229,65,6,5.180608,0.0
geoTargetConstants/1025230,521,0,2.915613,0.0
geoTargetConstants/1025231,21,0,0.126475,0.0
geoTargetConstants/1025234,23,6,2.278153,1.0
geoTargetConstants/1025235,2578,0,13.721951,0.0
geoTargetConstants/1025239,744,20,12.965793000000001,0.0
geoTargetConstants/1025241,33,5,1.5013520000000002,0.0
geoTargetConstants/1025242,1082,11,8.418997,0.0
geoTargetConstants/1025247,4655,0,25.678281,0.0
geoTargetConstants/1025248,53,8,1.555199,1.0
geoTargetConstants/1025253,1346,80,77.40947,7.0
geoTargetConstants/1025255,686,53,50.878388,5.0
geoTargetConstants/1025260,3267,0,18.409757,0.0
geoTargetConstants/1025263,7,1,1.875781,0.0
geoTargetConstants/1025265,1,0,0.0,0.0
geoTargetConstants/1025266,1997,0,10.72316,0.0
geoTargetConstants/1025284,58,1,0.410532,0.0
geoTargetConstants/1025285,31,0,0.159565,0.0
geoTargetConstants/1025291,1,0,0.0,0.0
geoTargetConstants/1025294,2573,100,77.943952,8.0
geoTargetConstants/1025298,2260,0,12.496046999999999,0.0
geoTargetConstants/1025302,35,6,6.889391999999999,1.0
geoTargetConstants/1025303,1867,0,10.061601,0.0
geoTargetConstants/1025304,1,0,0.002729,0.0
geoTargetConstants/1025307,481,55,11.226163,4.0
geoTargetConstants/1025308,161,0,0.861092,0.0
geoTargetConstants/1025311,3385,253,168.704405,11.0
geoTargetConstants/1025313,11,3,1.06668,0.0
geoTargetConstants/1025314,11563,382,355.048551,41.0
geoTargetConstants/1025318,1154,0,6.496157,0.0
geoTargetConstants/1025325,1137,0,6.108906,0.0
geoTargetConstants/1025327,4,0,0.022732000000000002,0.0
geoTargetConstants/1025329,1597,95,48.639586,5.0
geoTargetConstants/1025330,5239,0,28.725801,0.0
geoTargetConstants/1025333,296,0,1.635713,0.0
geoTargetConstants/1025336,67,0,0.32572999999999996,0.0
geoTargetConstants/1025342,718,26,15.64315,1.0
geoTargetConstants/1025346,1,1,0.232142,1.0
geoTargetConstants/1025349,1267,9,15.248051,1.0
geoTargetConstants/1025350,542,41,36.722216,2.0
geoTargetConstants/1025356,16620,2,87.33628399999999,0.0
geoTargetConstants/1025358,550,25,8.050984,1.0
geoTargetConstants/1025361,2024,140,102.303304,9.0
geoTargetConstants/1025363,385,3,3.154439,0.0
geoTargetConstants/1025365,2708,33,37.295243,1.0
geoTargetConstants/1025374,3955,0,21.312714,0.0
geoTargetConstants/1025376,174,12,17.326898,1.0
geoTargetConstants/1025379,2,0,0.0,0.0
geoTargetConstants/1025380,466,0,2.577759,0.0
geoTargetConstants/1025383,157,2,3.326267,0.0
geoTargetConstants/1025392,13126,0,71.138817,0.0
geoTargetConstants/1025393,52,3,3.588726,0.0
geoTargetConstants/1025396,5253,192,131.154996,5.0
geoTargetConstants/1025397,826,15,12.481059,2.0
geoTargetConstants/1025398,2,0,0.006435,0.0
geoTargetConstants/1025399,14,1,1.14,0.0
geoTargetConstants/1025403,1868,105,94.64312,70.155273
geoTargetConstants/1025404,694,32,22.666602,0.0
geoTargetConstants/1025408,8887,211,161.192682,16.0
geoTargetConstants/1025410,998,0,5.316878,0.0
geoTargetConstants/1025412,1190,3,8.574486,0.0
geoTargetConstants/1025419,1905,0,10.473884,0.0
geoTargetConstants/1025422,903,0,4.755485,0.0
geoTargetConstants/1025426,2758,2,15.428628,0.0
geoTargetConstants/1025427,1660,0,9.132503,0.0
geoTargetConstants/1025428,51,0,0.29085700000000003,0.0
geoTargetConstants/1025431,740,58,42.262541,2.0
geoTargetConstants/1025433,194,10,2.016271,0.0
geoTargetConstants/1026825,2,0,0.005682,0.0
geoTargetConstants/9051501,8130,2,42.975827,0.0
geoTargetConstants/9051527,3977,0,21.257924,0.0
geoTargetConstants/9051543,949,42,13.428291,3.0
geoTargetConstants/9051565,1190,3,8.115475,0.0
geoTargetConstants/9051580,1755,19,14.17794,0.441774
geoTargetConstants/9051597,12673,61,118.363909,16.0
geoTargetConstants/9051598,2,0,0.003391,0.0
geoTargetConstants/9051608,489,5,2.517036,0.0
geoTargetConstants/9051622,2056,0,11.340464,0.0
geoTargetConstants/9051636,3536,67,41.166343,1.5
geoTargetConstants/9051649,701,0,4.011598,0.0
geoTargetConstants/9051705,337,12,4.71222,0.0
geoTargetConstants/9051723,6095,0,32.816052,0.0
geoTargetConstants/9051728,1,1,0.269999,1.0
geoTargetConstants/9051733,6736,0,36.903607,0.0
geoTargetConstants/9051754,11,0,0.043524999999999994,0.0
geoTargetConstants/9051784,5453,125,88.426964,14.068595
geoTargetConstants/9051816,19,0,0.103875,0.0
geoTargetConstants/9051818,783,89,32.879189,4.0
geoTargetConstants/9051827,1,0,0.006933,0.0
geoTargetConstants/9051846,21,0,0.105496,0.0
geoTargetConstants/9051857,53,0,0.291468,0.0
geoTargetConstants/9051876,11881,2,62.020739999999996,0.0
geoTargetConstants/9051888,399,23,11.771294000000001,1.0
geoTargetConstants/9051890,217,0,1.139149,0.0
geoTargetConstants/9051914,258,5,1.562428,0.0
geoTargetConstants/9051918,137,0,0.7500640000000001,0.0
geoTargetConstants/9051946,2,0,0.0,0.0
geoTargetConstants/9051963,401,62,17.560133,4.79289
geoTargetConstants/9051964,11,3,0.048836,0.0
geoTargetConstants/9051972,189,0,0.954853,0.0
geoTargetConstants/9051975,3448,0,17.110834,0.0
geoTargetConstants/9051982,208,20,20.026558,1.0
geoTargetConstants/9051988,580,35,46.683842,2.0
geoTargetConstants/9051995,4,0,0.017236,0.0
geoTargetConstants/9052005,9784,65,81.242335,7.0
geoTargetConstants/9052069,2,0,0.006907,0.0
geoTargetConstants/9052085,1738,0,9.322757,0.0
geoTargetConstants/9052092,4328,218,164.095829,10.0
geoTargetConstants/9052113,645,0,3.5029820000000003,0.0
geoTargetConstants/9052158,1,0,0.004723,0.0
geoTargetConstants/9052181,195,4,4.503667,0.0
geoTargetConstants/9052201,2814,86,30.130418,2.0
geoTargetConstants/9052222,401,0,2.169581,0.0
geoTargetConstants/9052227,376,7,4.832955,0.0
geoTargetConstants/9052243,76,0,0.424914,0.0
geoTargetConstants/9052268,9,0,0.054064,0.0
geoTargetConstants/9052302,3,0,0.0,0.0
geoTargetConstants/9052304,4,0,0.013013,0.0
geoTargetConstants/9052305,273,58,17.415816,2.0
geoTargetConstants/9052308,1489,2,9.61965,1.0
geoTargetConstants/9052320,167,0,1.002078,0.0
geoTargetConstants/9052323,282,46,41.871752,5.0
geoTargetConstants/9052324,48,18,25.707867999999998,3.666305
geoTargetConstants/9052330,1,0,0.0,0.0
geoTargetConstants/9052332,1273,0,7.008056,0.0
geoTargetConstants/9052353,5,0,0.004631,0.0
geoTargetConstants/9052354,6381,257,161.376537,15.999808
geoTargetConstants/9052366,1079,10,14.307795,0.0
geoTargetConstants/9052378,1,0,0.004238,0.0
geoTargetConstants/9052380,235,9,1.478578,0.0
geoTargetConstants/9052386,5271,0,28.718524,0.0
geoTargetConstants/9052407,11,0,0.049937,0.0
geoTargetConstants/9052409,4082,127,89.181932,6.0
geoTargetConstants/9052421,7389,215,186.130168,19.380541
geoTargetConstants/9052468,4933,53,50.654817,12.0
geoTargetConstants/9052473,3406,155,112.343298,8.0
geoTargetConstants/9052481,343,1,1.57993,0.0
geoTargetConstants/9052484,4,0,0.0,0.0
geoTargetConstants/9052489,3,1,1.23,0.0
geoTargetConstants/9052490,681,0,3.541357,0.0
geoTargetConstants/9052494,4265,174,94.629789,6.0
geoTargetConstants/9052506,2274,0,12.315429,0.0
geoTargetConstants/9052508,4185,0,22.914826,0.0
geoTargetConstants/9052511,2895,132,89.734012,7.0
geoTargetConstants/9052525,7,2,0.02,1.0
geoTargetConstants/9052536,10864,260,201.076913,24.500021
geoTargetConstants/9052551,2,0,0.00418,0.0
geoTargetConstants/9052567,1,0,0.0,0.0
geoTargetConstants/9052575,2982,35,40.470812,6.0
geoTargetConstants/9052576,1485,35,13.936458,0.0
geoTargetConstants/9052639,21,4,1.551912,0.0
geoTargetConstants/9052649,20505,93,165.640946,5.99985
geoTargetConstants/9052654,5325,76,74.170794,8.999703
geoTargetConstants/9052655,1615,0,8.581508,0.0
geoTargetConstants/9052656,5796,1,31.692208,0.0
geoTargetConstants/9052663,663,32,18.358714,1.0
geoTargetConstants/9052688,3333,105,49.762873,1.0
geoTargetConstants/9052705,78,5,0.657388,0.0
geoTargetConstants/9052717,1,0,0.002104,0.0
