campaign_id,campaign_name,impressions,clicks,cost,conversions
22941603101,Canada-US,648,47,75.668979,4.0
22942113116,TOF US-US Broad,513,30,72.213837,5.0
22975956367,MOF - US to US,187,11,29.079849,3.0
