date,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword,match_type,apps,approved,funded,production,value,cc_appvd,deposit_appvd,personal_appvd,vehicle_appvd,heloc_appvd
2025-11-14,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,177478470697,General Banking,locally owned banks,PHRASE,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-17,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,2,1,1,50.0,1500.0,0,1,0,0,0
2025-11-19,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,3,3,3,1050.0,4500.0,0,3,0,0,0
2025-11-19,22919175247,WFX - Personal Checking -  North Plaza,190944156664,Personal Checking North Plaza,apply for checking account online,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-20,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,commonwealth bank pa,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-20,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,5,2,1,100000.0,1500.0,0,2,0,0,0
2025-11-21,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,2,0,0,0.0,0.0,0,0,0,0,0
2025-11-21,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,177478470697,General Banking,locally owned banks,PHRASE,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-22,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,177478470697,General Banking,local online banking,PHRASE,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-23,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,4,1,0,0.0,0.0,0,1,0,0,0
2025-11-24,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,2,1,1,50.0,1500.0,0,1,0,0,0
2025-11-24,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,177478470697,General Banking,local online banking,PHRASE,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-24,22597252504,WFX - Personal Checking -  Altoona,185198471172,Personal Checking Altoona,apply for checking account online,BROAD,2,0,0,0.0,0.0,0,0,0,0,0
2025-11-25,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-25,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,4,1,1,4500.0,1500.0,0,1,0,0,0
2025-11-25,22919175247,WFX - Personal Checking -  North Plaza,190944156664,Personal Checking North Plaza,apply for checking account online,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-26,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,2,1,0,0.0,0.0,0,1,0,0,0
2025-11-26,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,177478470697,General Banking,locally owned banks,PHRASE,3,0,0,0.0,0.0,0,0,0,0,0
2025-11-27,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,fcb,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-27,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,2,2,0,0.0,0.0,1,1,0,0,0
2025-11-28,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-28,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,2,0,0,0.0,0.0,0,0,0,0,0
2025-11-29,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,1,1,1,50.0,1500.0,0,1,0,0,0
