date,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword,match_type,apps,approved,funded,production,value,cc_appvd,deposit_appvd,personal_appvd,vehicle_appvd,heloc_appvd
2025-12-15,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,2,1,0,0.0,0.0,0,1,0,0,0
2025-12-15,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,177478470697,General Banking,local banks,PHRASE,2,0,0,0.0,0.0,0,0,0,0,0
2025-12-15,22597252504,WFX - Personal Checking -  Altoona,185198471172,Personal Checking Altoona,apply for checking account online,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-12-16,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth,BROAD,1,1,0,0.0,0.0,0,1,0,0,0
2025-12-16,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,1,1,0,0.0,0.0,0,1,0,0,0
2025-12-17,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,177478470697,General Banking,local banks,PHRASE,3,1,0,0.0,0.0,0,1,0,0,0
2025-12-17,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,177478470697,General Banking,local online banking,PHRASE,4,0,0,0.0,0.0,0,0,0,0,0
2025-12-17,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,177478470697,General Banking,locally owned banks,PHRASE,2,0,0,0.0,0.0,0,0,0,0,0
2025-12-17,22027070076,WFX - CD and Money Market Promo,172720080456,CD Promo,6 month cd rates,BROAD,1,1,1,10000.0,1500.0,0,1,0,0,0
2025-12-17,22597252504,WFX - Personal Checking -  Altoona,185198471172,Personal Checking Altoona,apply for checking account online,BROAD,1,1,0,0.0,0.0,0,1,0,0,0
2025-12-19,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,2,1,0,0.0,0.0,0,1,0,0,0
2025-12-23,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,1,1,0,0.0,0.0,0,1,0,0,0
2025-12-24,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,177478470697,General Banking,best local banks near me,PHRASE,2,1,0,0.0,0.0,0,1,0,0,0
2025-12-24,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-12-25,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,2,1,1,50.0,1500.0,0,1,0,0,0
2025-12-25,22597252504,WFX - Personal Checking -  Altoona,185198471172,Personal Checking Altoona,apply for checking account online,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-12-26,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,1,1,0,0.0,0.0,0,1,0,0,0
2025-12-26,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,177478470697,General Banking,local online banking,PHRASE,1,0,0,0.0,0.0,0,0,0,0,0
2025-12-27,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,2,0,0,0.0,0.0,0,0,0,0,0
2025-12-27,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,177478470697,General Banking,local online banking,PHRASE,1,0,0,0.0,0.0,0,0,0,0,0
2025-12-28,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,1,1,0,0.0,0.0,0,1,0,0,0
2025-12-29,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,7,2,1,50.0,1500.0,0,2,0,0,0
2025-12-31,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,3,1,1,500.0,1500.0,0,1,0,0,0
