location,impressions,clicks,cost,conversions
geoTargetConstants/1012873,8,0,0.034762,0.0
geoTargetConstants/1012886,1,0,0.00342,0.0
geoTargetConstants/1012887,1,0,0.002868,0.0
geoTargetConstants/1012896,1,0,0.00444,0.0
geoTargetConstants/1012923,2,0,0.006545,0.0
geoTargetConstants/1013172,1,0,0.00262,0.0
geoTargetConstants/1013216,1,0,0.003514,0.0
geoTargetConstants/1013461,1,0,0.00348,0.0
geoTargetConstants/1013509,2,0,0.007724,0.0
geoTargetConstants/1013716,1,0,0.004833,0.0
geoTargetConstants/1013725,1,0,0.004073,0.0
geoTargetConstants/1013916,1,0,0.012,0.0
geoTargetConstants/1013958,1,0,0.006696,0.0
geoTargetConstants/1013963,4,0,0.025257,0.0
geoTargetConstants/1014208,1,0,0.005834,0.0
geoTargetConstants/1014218,1,0,0.002134,0.0
geoTargetConstants/1014221,1,0,0.007482,0.0
geoTargetConstants/1014226,1,0,0.002535,0.0
geoTargetConstants/1014306,1,0,0.002137,0.0
geoTargetConstants/1014485,1,0,0.002886,0.0
geoTargetConstants/1015496,1,0,0.0072,0.0
geoTargetConstants/1016125,1,0,0.004671,0.0
geoTargetConstants/1016168,1,0,0.012892,0.0
geoTargetConstants/1016184,1,0,0.008244,0.0
geoTargetConstants/1016202,1,0,0.003414,0.0
geoTargetConstants/1016208,1,0,0.002146,0.0
geoTargetConstants/1016930,1,0,0.004935,0.0
geoTargetConstants/1017108,1,0,0.001718,0.0
geoTargetConstants/1017146,1,0,0.001204,0.0
geoTargetConstants/1017525,1,0,0.003366,0.0
geoTargetConstants/1018590,2,0,0.013788,0.0
geoTargetConstants/1020701,1,0,0.003176,0.0
geoTargetConstants/1020988,1,0,0.003278,0.0
geoTargetConstants/1021048,1,0,0.009302,0.0
geoTargetConstants/1021721,1,0,0.007639,0.0
geoTargetConstants/1023946,1,0,0.011333,0.0
geoTargetConstants/1024400,2,0,0.004679,0.0
geoTargetConstants/1024479,2,0,0.005272000000000001,0.0
geoTargetConstants/1024511,1,0,0.003639,0.0
geoTargetConstants/1024535,1,0,0.006913,0.0
geoTargetConstants/1024543,5,0,0.014557,0.0
geoTargetConstants/1026426,1,0,0.003905,0.0
geoTargetConstants/1026748,1,0,0.008562,0.0
geoTargetConstants/1026940,1,0,0.005606,0.0
geoTargetConstants/1027494,760,29,37.26905,1.0
geoTargetConstants/1027498,3,1,0.01,0.0
geoTargetConstants/1027501,606,17,16.647454,4.0
geoTargetConstants/1027503,4191,41,76.470724,3.0
geoTargetConstants/1027505,9075,118,430.05645,10.308842
geoTargetConstants/1027506,47400,412,789.578732,13.878643
geoTargetConstants/1027507,3,1,0.3,0.0
geoTargetConstants/1027508,3341,436,269.97817,28.792628999999998
geoTargetConstants/1027509,25799,142,334.327906,18.0
geoTargetConstants/1027510,4185,40,46.177019,4.280698
geoTargetConstants/1027515,695,8,10.676951,1.0
geoTargetConstants/1027516,442,6,10.209902999999999,0.0
geoTargetConstants/1027517,6579,37,78.242459,9.0
geoTargetConstants/1027518,34,0,0.073214,0.0
geoTargetConstants/1027519,179627,2735,4544.103936,181.086365
geoTargetConstants/1027521,28,0,0.051168,0.0
geoTargetConstants/1027522,159,23,3.482025,0.0
geoTargetConstants/1027523,2,1,0.01,0.0
geoTargetConstants/1027524,1410,29,40.057226,12.0
geoTargetConstants/1027527,623,13,8.695965,1.0
geoTargetConstants/1027529,11,4,0.8500000000000001,1.0
geoTargetConstants/1027530,5,0,0.013777999999999999,0.0
geoTargetConstants/1027531,471,2,3.141552,0.0
geoTargetConstants/1027532,113,3,4.663653,0.0
geoTargetConstants/1027533,6,3,0.03,3.0
geoTargetConstants/1027536,639,20,23.756800000000002,0.0
geoTargetConstants/1027538,231,3,1.7215880000000001,1.0
geoTargetConstants/1027539,2,0,0.012701,0.0
geoTargetConstants/1027541,681,38,22.143523,4.0
geoTargetConstants/1027542,5,1,2.333317,1.0
geoTargetConstants/1027544,4,0,0.0,0.0
geoTargetConstants/1027545,329,32,350.433115,1.0
geoTargetConstants/1027547,2,1,0.73,0.0
geoTargetConstants/1027550,111,1,1.5748199999999999,0.0
geoTargetConstants/1027553,12,1,0.970697,0.0
geoTargetConstants/1027554,1,0,0.0,0.0
geoTargetConstants/1027556,416,7,6.546263000000001,1.0
geoTargetConstants/1027561,76,1,1.061591,0.0
geoTargetConstants/1027564,140,2,3.270349,0.0
geoTargetConstants/1027568,130,1,0.23006300000000002,0.0
geoTargetConstants/1027570,805,11,10.919607000000001,0.0
geoTargetConstants/1027571,1212,3,6.138037,0.0
geoTargetConstants/1027575,804,18,20.38014,1.0
geoTargetConstants/1027576,4638,37,58.401085,1.0
geoTargetConstants/1027577,9,2,1.22,0.0
geoTargetConstants/1027578,242,12,7.920735,0.0
geoTargetConstants/1027580,40,0,0.133921,0.0
geoTargetConstants/1027581,1411,25,30.427643,3.0
geoTargetConstants/1027583,14319,112,277.332164,12.0
geoTargetConstants/1027584,267,0,0.958982,1.0
geoTargetConstants/1027587,325,3,1.808517,0.0
geoTargetConstants/1027588,9804,138,340.61060399999997,22.0
geoTargetConstants/1027589,677,9,5.427881,1.0
geoTargetConstants/1027590,523,11,4.863976,1.0
geoTargetConstants/1027591,336,3,42.844626999999996,1.0
geoTargetConstants/1027592,114,7,1.197672,2.0
geoTargetConstants/1027595,88509,2292,3162.975491,106.594448
geoTargetConstants/1027596,461,12,27.103477,1.0
geoTargetConstants/1027598,4010,104,96.40492499999999,12.194927
