campaign_id,campaign_name,impressions,clicks,cost,conversions
11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,15589,5929,2315.727074,2035.327071
17825136682,FCB_PMAX_Checking_Consumer_AllRegions,23022,2575,2574.4034699999997,450.885464
22801009902,WFX - Rate Deposit - PMAX,610905,1781,1524.149844,3025.7426649999998
22027070076,WFX - CD and Money Market Promo,2554,445,870.2585670000001,94.333333
22841889806,WFX - Branded - State College,596,183,125.71916,53.515585
22597252504,WFX - Personal Checking -  Altoona,987,171,226.260103,70.0
22876064318,FCB_Search_Checking_AllConsumerProductsNonBrand_AllRegions,717,129,151.723388,49.0
22919175247,WFX - Personal Checking -  North Plaza,593,97,146.641488,35.0
22919175244,WFX - Personal Checking -  West Mifflin,464,87,79.831316,28.0
22919175250,WFX - Personal Checking -  Massillon,519,78,152.089789,33.0
22876061951,WFX - Personal Checking - Natrona Heights,342,57,163.87078400000001,29.0
22919175118,WFX - Personal Checking -  Union Square,349,46,144.143609,18.0
22876064828,WFX - Personal Checking - Punxy Plaza,268,33,151.779637,13.0
20328798237,FCB_Search_Checking_AllBusinessProductsBrand_AllRegions,462,30,518.774227,6.0
22876064855,WFX - Personal Checking - Allegheny Township,203,27,73.113798,13.002369999999999
20328798225,WFX- Business Checking- Central Ohio,914,21,530.777247,1.0
