location,impressions,clicks,cost,conversions
geoTargetConstants/1016260,21,3,4.3999999999999995,0.0
geoTargetConstants/1016273,15,3,4.01,0.0
geoTargetConstants/1016294,448,62,156.358391,2.0
geoTargetConstants/1016335,61,6,6.959999999999999,0.0
geoTargetConstants/1016336,21,4,17.579361,0.0
geoTargetConstants/1016343,38,3,4.3,0.0
geoTargetConstants/1016365,121,16,20.864541,0.0
geoTargetConstants/1016400,7,1,1.27,0.0
geoTargetConstants/1016405,22,11,9.31,0.0
geoTargetConstants/1016414,188,23,72.58999999999999,0.0
geoTargetConstants/1016424,27,10,11.59,0.0
geoTargetConstants/1016473,6,1,0.43,0.0
geoTargetConstants/1016481,531,103,134.101705,0.0
geoTargetConstants/1016487,13,1,2.14,0.0
geoTargetConstants/1016613,9,1,1.19,0.0
geoTargetConstants/1016615,5,0,0.0,0.0
geoTargetConstants/1016618,52,13,15.38776,0.0
geoTargetConstants/1016635,17,7,4.58,0.0
geoTargetConstants/1016639,687,74,131.858893,2.0
geoTargetConstants/1016701,62,8,9.28,0.0
geoTargetConstants/1016746,27,4,6.170272,0.0
geoTargetConstants/1016747,54,1,23.67,0.0
geoTargetConstants/1016760,17,0,0.0,0.0
geoTargetConstants/1016763,7,1,1.61,0.0
geoTargetConstants/1016764,51,8,6.917082,0.0
geoTargetConstants/1016781,110,19,49.071704000000004,0.0
geoTargetConstants/1016810,140,13,60.225209,0.0
geoTargetConstants/1016813,3038,415,1251.438158,45.0
geoTargetConstants/1016814,240,63,56.696111,0.0
geoTargetConstants/1016821,283,65,102.916574,0.333334
geoTargetConstants/1016855,345,68,97.224006,2.0
geoTargetConstants/1016876,6,0,0.0,0.0
geoTargetConstants/1016877,28,11,4.77,0.0
geoTargetConstants/1016885,9,1,1.86,0.0
geoTargetConstants/1016965,98,20,40.57,2.0
geoTargetConstants/1027855,2471,563,713.1961230000001,14.666666
geoTargetConstants/1027895,20,3,36.37810399999999,0.0
geoTargetConstants/1028022,2112,401,538.229648,12.0
geoTargetConstants/1028121,35,2,4.78,0.0
geoTargetConstants/1028216,453,32,127.618758,0.0
geoTargetConstants/1028243,333,33,156.25,0.0
geoTargetConstants/9051810,41,8,8.9,0.0
geoTargetConstants/9216059,14,1,12.88,0.0
geoTargetConstants/9216331,16,3,2.9899999999999998,0.0
geoTargetConstants/9218236,28,10,8.379999999999999,0.0
geoTargetConstants/9218506,39,1,2.04,0.0
