date,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword,match_type,apps,approved,funded,production,value,cc_appvd,deposit_appvd,personal_appvd,vehicle_appvd,heloc_appvd
2025-11-10,22071062520,Ark Marketing_CCCU_Brand Out of Market-ENG Q1 2026_Search_Google_Conversion,172765765893,Search_Keyword Targeting_English_Brand,cal coast credit union,BROAD,1,1,0,0.0,0.0,0,0,1,0,0
2025-11-10,22076650992,Ark Marketing_CCCU_Deposit Out of Market-ENG Q1 2026_Search_Google_Conversion,174380784633,Search_Keyword Targeting_English_Bank,cd rates,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-10,22086561724,Ark Marketing_CCCU_Checking Out of Market-ENG Q1 2026_Search_Google_Conversion,171623417023,Search_Keyword Targeting_English_Bank,i need a bank account,BROAD,1,1,1,1.0,1500.0,0,1,0,0,0
2025-11-11,1578789530,Ark Marketing_CCCU_Deposit San Diego-ENG Q1 2026_Search_Google_Conversion,58101804925,Search_Keyword Targeting_English_Bank,cd rates,BROAD,1,1,1,3000.0,780.0,0,0,1,0,0
2025-11-11,1578789542,Ark Marketing_CCCU_Auto Loans San Diego-ENG Q1 2026_Search_Google_Conversion,63664369110,Search_Keyword Targeting_English_Credit Union-B,credit union car loan,BROAD,1,1,0,0.0,0.0,0,0,0,1,0
2025-11-11,22071062520,Ark Marketing_CCCU_Brand Out of Market-ENG Q1 2026_Search_Google_Conversion,172765765893,Search_Keyword Targeting_English_Brand,cal coast credit union,BROAD,1,1,1,30120.25,4216.835,0,0,0,1,0
2025-11-11,22076650992,Ark Marketing_CCCU_Deposit Out of Market-ENG Q1 2026_Search_Google_Conversion,174380784633,Search_Keyword Targeting_English_Bank,credit union deposit,BROAD,2,0,0,0.0,0.0,0,0,0,0,0
2025-11-11,22086561724,Ark Marketing_CCCU_Checking Out of Market-ENG Q1 2026_Search_Google_Conversion,171623417023,Search_Keyword Targeting_English_Bank,checking account bank,BROAD,1,1,0,0.0,0.0,0,1,0,0,0
2025-11-11,22571396349,Ark Marketing_CCCU_Auto Loans Out of Market-ENG Q1 2026_Search_Google_Conversion,180117408215,Search_Keyword Targeting_English_Auto-B,auto loan,BROAD,1,1,0,0.0,0.0,0,0,0,1,0
2025-11-12,1578789533,Ark Marketing_CCCU_Checking San Diego-ENG Q1 2026_Search_Google_Conversion,58101792685,Search_Keyword Targeting_English_Bank,free checking account,BROAD,1,1,0,0.0,0.0,0,0,0,1,0
2025-11-12,1578789545,Ark Marketing_CCCU_Brand San Diego-ENG Q1 2026_Search_Google_Conversion,63664378710,Search_Keyword Targeting_English_Brand,cal coast credit union,BROAD,4,1,1,41336.25,5787.075000000001,0,0,0,1,0
2025-11-12,22086561724,Ark Marketing_CCCU_Checking Out of Market-ENG Q1 2026_Search_Google_Conversion,171623417023,Search_Keyword Targeting_English_Bank,free checking account,BROAD,1,1,0,0.0,0.0,0,0,0,1,0
2025-11-13,22076650992,Ark Marketing_CCCU_Deposit Out of Market-ENG Q1 2026_Search_Google_Conversion,174380784633,Search_Keyword Targeting_English_Bank,credit union deposit,BROAD,2,0,0,0.0,0.0,0,0,0,0,0
2025-11-13,22086561724,Ark Marketing_CCCU_Checking Out of Market-ENG Q1 2026_Search_Google_Conversion,171623417023,Search_Keyword Targeting_English_Bank,free checking account,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-14,1578789542,Ark Marketing_CCCU_Auto Loans San Diego-ENG Q1 2026_Search_Google_Conversion,58101825245,Search_Keyword Targeting_English_Loan-B,car loans,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-14,1578789545,Ark Marketing_CCCU_Brand San Diego-ENG Q1 2026_Search_Google_Conversion,63664378710,Search_Keyword Targeting_English_Brand,cal coast credit union,BROAD,2,1,1,60.0,1500.0,0,1,0,0,0
2025-11-14,22086561724,Ark Marketing_CCCU_Checking Out of Market-ENG Q1 2026_Search_Google_Conversion,171623417023,Search_Keyword Targeting_English_Bank,checking account bank,BROAD,2,0,0,0.0,0.0,0,0,0,0,0
2025-11-14,22086561724,Ark Marketing_CCCU_Checking Out of Market-ENG Q1 2026_Search_Google_Conversion,171623417023,Search_Keyword Targeting_English_Bank,free checking account,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-15,1578789542,Ark Marketing_CCCU_Auto Loans San Diego-ENG Q1 2026_Search_Google_Conversion,156274336461,Search_Keyword Targeting_English_Refinance-B,auto refinance,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-15,1578789545,Ark Marketing_CCCU_Brand San Diego-ENG Q1 2026_Search_Google_Conversion,63664378710,Search_Keyword Targeting_English_Brand,cal coast credit union,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-15,22071062520,Ark Marketing_CCCU_Brand Out of Market-ENG Q1 2026_Search_Google_Conversion,172765765893,Search_Keyword Targeting_English_Brand,california credit union bank,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-15,22086561724,Ark Marketing_CCCU_Checking Out of Market-ENG Q1 2026_Search_Google_Conversion,171623417023,Search_Keyword Targeting_English_Bank,free checking account,BROAD,3,0,0,0.0,0.0,0,0,0,0,0
2025-11-16,1578789545,Ark Marketing_CCCU_Brand San Diego-ENG Q1 2026_Search_Google_Conversion,63664378710,Search_Keyword Targeting_English_Brand,cal coast credit union,BROAD,1,1,1,20927.32,2929.8248000000003,0,0,0,1,0
2025-11-16,22071062520,Ark Marketing_CCCU_Brand Out of Market-ENG Q1 2026_Search_Google_Conversion,172765765893,Search_Keyword Targeting_English_Brand,cal coast credit union,BROAD,2,1,1,3000.0,780.0,0,0,1,0,0
2025-11-16,22076650992,Ark Marketing_CCCU_Deposit Out of Market-ENG Q1 2026_Search_Google_Conversion,174380784633,Search_Keyword Targeting_English_Bank,credit union deposit,BROAD,3,0,0,0.0,0.0,0,0,0,0,0
2025-11-17,1578789545,Ark Marketing_CCCU_Brand San Diego-ENG Q1 2026_Search_Google_Conversion,63664378710,Search_Keyword Targeting_English_Brand,cal coast credit union,BROAD,3,3,1,25.0,1500.0,0,2,0,1,0
2025-11-17,22571396349,Ark Marketing_CCCU_Auto Loans Out of Market-ENG Q1 2026_Search_Google_Conversion,180117408215,Search_Keyword Targeting_English_Auto-B,auto loan,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-18,1578789530,Ark Marketing_CCCU_Deposit San Diego-ENG Q1 2026_Search_Google_Conversion,58101804925,Search_Keyword Targeting_English_Bank,cd rates,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-18,1578789542,Ark Marketing_CCCU_Auto Loans San Diego-ENG Q1 2026_Search_Google_Conversion,58101825245,Search_Keyword Targeting_English_Loan-B,car loans,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-18,1578789545,Ark Marketing_CCCU_Brand San Diego-ENG Q1 2026_Search_Google_Conversion,63664378710,Search_Keyword Targeting_English_Brand,cal coast credit union,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-18,22071062520,Ark Marketing_CCCU_Brand Out of Market-ENG Q1 2026_Search_Google_Conversion,172765765893,Search_Keyword Targeting_English_Brand,cal coast credit union,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-19,1578789533,Ark Marketing_CCCU_Checking San Diego-ENG Q1 2026_Search_Google_Conversion,58101792685,Search_Keyword Targeting_English_Bank,free checking account,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-19,1578789545,Ark Marketing_CCCU_Brand San Diego-ENG Q1 2026_Search_Google_Conversion,63664378710,Search_Keyword Targeting_English_Brand,cal coast credit union,BROAD,1,1,1,47776.0,12421.76,0,0,1,0,0
2025-11-19,22076650992,Ark Marketing_CCCU_Deposit Out of Market-ENG Q1 2026_Search_Google_Conversion,174380784633,Search_Keyword Targeting_English_Bank,credit union deposit,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-19,22571396349,Ark Marketing_CCCU_Auto Loans Out of Market-ENG Q1 2026_Search_Google_Conversion,180117408215,Search_Keyword Targeting_English_Auto-B,auto loan,BROAD,1,1,1,5000.0,2450.0,1,0,0,0,0
2025-11-20,22071062520,Ark Marketing_CCCU_Brand Out of Market-ENG Q1 2026_Search_Google_Conversion,172765765893,Search_Keyword Targeting_English_Brand,cal coast credit union,BROAD,2,2,1,25.0,1500.0,0,1,0,1,0
2025-11-20,22076650992,Ark Marketing_CCCU_Deposit Out of Market-ENG Q1 2026_Search_Google_Conversion,174380784633,Search_Keyword Targeting_English_Bank,credit union deposit,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-20,22086561724,Ark Marketing_CCCU_Checking Out of Market-ENG Q1 2026_Search_Google_Conversion,171623417023,Search_Keyword Targeting_English_Bank,free checking account,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-20,22086561724,Ark Marketing_CCCU_Checking Out of Market-ENG Q1 2026_Search_Google_Conversion,171623417023,Search_Keyword Targeting_English_Bank,open checking account online,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-21,1578789545,Ark Marketing_CCCU_Brand San Diego-ENG Q1 2026_Search_Google_Conversion,63664378710,Search_Keyword Targeting_English_Brand,cal coast credit union,BROAD,4,1,1,20000.0,2800.0000000000005,0,0,0,1,0
2025-11-21,22071062520,Ark Marketing_CCCU_Brand Out of Market-ENG Q1 2026_Search_Google_Conversion,172765765893,Search_Keyword Targeting_English_Brand,cal coast credit union,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-21,22086561724,Ark Marketing_CCCU_Checking Out of Market-ENG Q1 2026_Search_Google_Conversion,171623417023,Search_Keyword Targeting_English_Bank,checking account bank,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-22,1578789530,Ark Marketing_CCCU_Deposit San Diego-ENG Q1 2026_Search_Google_Conversion,58101804925,Search_Keyword Targeting_English_Bank,cd rates,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-22,22071062520,Ark Marketing_CCCU_Brand Out of Market-ENG Q1 2026_Search_Google_Conversion,172765765893,Search_Keyword Targeting_English_Brand,cal coast credit union,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-22,22076650992,Ark Marketing_CCCU_Deposit Out of Market-ENG Q1 2026_Search_Google_Conversion,174380784633,Search_Keyword Targeting_English_Bank,cd rates,BROAD,1,1,0,0.0,0.0,0,0,0,1,0
2025-11-22,22086561724,Ark Marketing_CCCU_Checking Out of Market-ENG Q1 2026_Search_Google_Conversion,171623417023,Search_Keyword Targeting_English_Bank,free checking account,BROAD,1,1,0,0.0,0.0,0,0,0,1,0
2025-11-23,1578789545,Ark Marketing_CCCU_Brand San Diego-ENG Q1 2026_Search_Google_Conversion,63664378710,Search_Keyword Targeting_English_Brand,cal coast credit union,BROAD,2,1,0,0.0,0.0,0,0,0,1,0
2025-11-23,22076650992,Ark Marketing_CCCU_Deposit Out of Market-ENG Q1 2026_Search_Google_Conversion,174380784633,Search_Keyword Targeting_English_Bank,credit union deposit,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-24,1578789545,Ark Marketing_CCCU_Brand San Diego-ENG Q1 2026_Search_Google_Conversion,63664378710,Search_Keyword Targeting_English_Brand,cal coast credit union,BROAD,5,1,1,25.0,1500.0,0,1,0,0,0
2025-11-24,22071062520,Ark Marketing_CCCU_Brand Out of Market-ENG Q1 2026_Search_Google_Conversion,172765765893,Search_Keyword Targeting_English_Brand,california credit,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-24,22076650992,Ark Marketing_CCCU_Deposit Out of Market-ENG Q1 2026_Search_Google_Conversion,174380784633,Search_Keyword Targeting_English_Bank,credit union deposit,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-25,1578789545,Ark Marketing_CCCU_Brand San Diego-ENG Q1 2026_Search_Google_Conversion,63664378710,Search_Keyword Targeting_English_Brand,cal coast credit union,BROAD,3,1,1,100.0,1500.0,0,1,0,0,0
2025-11-25,22071062520,Ark Marketing_CCCU_Brand Out of Market-ENG Q1 2026_Search_Google_Conversion,172765765893,Search_Keyword Targeting_English_Brand,cal coast credit union,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-27,1578789545,Ark Marketing_CCCU_Brand San Diego-ENG Q1 2026_Search_Google_Conversion,63664378710,Search_Keyword Targeting_English_Brand,cal coast credit union,BROAD,3,0,0,0.0,0.0,0,0,0,0,0
2025-11-27,22071062520,Ark Marketing_CCCU_Brand Out of Market-ENG Q1 2026_Search_Google_Conversion,172765765893,Search_Keyword Targeting_English_Brand,cal coast credit union,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-28,22086561724,Ark Marketing_CCCU_Checking Out of Market-ENG Q1 2026_Search_Google_Conversion,171623417023,Search_Keyword Targeting_English_Bank,checking account,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-28,22086561724,Ark Marketing_CCCU_Checking Out of Market-ENG Q1 2026_Search_Google_Conversion,171623417023,Search_Keyword Targeting_English_Bank,free checking account,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-28,22571396349,Ark Marketing_CCCU_Auto Loans Out of Market-ENG Q1 2026_Search_Google_Conversion,180117408375,Search_Keyword Targeting_English_Loan-B,car loans,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-29,22071062520,Ark Marketing_CCCU_Brand Out of Market-ENG Q1 2026_Search_Google_Conversion,172765765893,Search_Keyword Targeting_English_Brand,cal coast credit union,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-29,22086561724,Ark Marketing_CCCU_Checking Out of Market-ENG Q1 2026_Search_Google_Conversion,171623417023,Search_Keyword Targeting_English_Bank,free checking account,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-29,22571396349,Ark Marketing_CCCU_Auto Loans Out of Market-ENG Q1 2026_Search_Google_Conversion,180117408655,Search_Keyword Targeting_English_Credit Union-B,credit union car loan,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-30,22086561724,Ark Marketing_CCCU_Checking Out of Market-ENG Q1 2026_Search_Google_Conversion,171623417023,Search_Keyword Targeting_English_Bank,free checking account,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
