date,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword,match_type,apps,approved,funded,production,value,cc_appvd,deposit_appvd,personal_appvd,vehicle_appvd,heloc_appvd
2025-11-07,1578789533,Ark Marketing_CCCU_Checking San Diego-ENG Q1 2026_Search_Google_Conversion,58101792685,Search_Keyword Targeting_English_Bank,i need a bank account,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-07,1578789545,Ark Marketing_CCCU_Brand San Diego-ENG Q1 2026_Search_Google_Conversion,63664378710,Search_Keyword Targeting_English_Brand,cal coast credit union,BROAD,3,2,2,15123.09,3613.7326000000003,0,1,0,1,0
2025-11-07,22071062520,Ark Marketing_CCCU_Brand Out of Market-ENG Q1 2026_Search_Google_Conversion,172765765893,Search_Keyword Targeting_English_Brand,california credit,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-07,22076650992,Ark Marketing_CCCU_Deposit Out of Market-ENG Q1 2026_Search_Google_Conversion,174380784633,Search_Keyword Targeting_English_Bank,credit union deposit,BROAD,4,1,0,0.0,0.0,0,1,0,0,0
2025-11-07,22086561724,Ark Marketing_CCCU_Checking Out of Market-ENG Q1 2026_Search_Google_Conversion,171623417023,Search_Keyword Targeting_English_Bank,checking account,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-07,22086561724,Ark Marketing_CCCU_Checking Out of Market-ENG Q1 2026_Search_Google_Conversion,171623417023,Search_Keyword Targeting_English_Bank,free checking account,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-08,1578789530,Ark Marketing_CCCU_Deposit San Diego-ENG Q1 2026_Search_Google_Conversion,58101804925,Search_Keyword Targeting_English_Bank,best cd rates,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-08,1578789545,Ark Marketing_CCCU_Brand San Diego-ENG Q1 2026_Search_Google_Conversion,63664378710,Search_Keyword Targeting_English_Brand,cal coast credit union,BROAD,2,0,0,0.0,0.0,0,0,0,0,0
2025-11-08,22086561724,Ark Marketing_CCCU_Checking Out of Market-ENG Q1 2026_Search_Google_Conversion,171623417023,Search_Keyword Targeting_English_Bank,free checking account,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-09,1578789545,Ark Marketing_CCCU_Brand San Diego-ENG Q1 2026_Search_Google_Conversion,63664378710,Search_Keyword Targeting_English_Brand,cal coast credit union,BROAD,3,2,1,30000.0,7800.0,0,0,1,1,0
2025-11-09,22071062520,Ark Marketing_CCCU_Brand Out of Market-ENG Q1 2026_Search_Google_Conversion,172765765893,Search_Keyword Targeting_English_Brand,cal coast credit union,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-09,22086561724,Ark Marketing_CCCU_Checking Out of Market-ENG Q1 2026_Search_Google_Conversion,171623417023,Search_Keyword Targeting_English_Bank,open checking account online,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-10,1578789530,Ark Marketing_CCCU_Deposit San Diego-ENG Q1 2026_Search_Google_Conversion,58101804925,Search_Keyword Targeting_English_Bank,cd rates,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2025-11-10,1578789545,Ark Marketing_CCCU_Brand San Diego-ENG Q1 2026_Search_Google_Conversion,63664378710,Search_Keyword Targeting_English_Brand,cal coast bank near me,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
