campaign_id,campaign_name,impressions,clicks,cost,conversions
22359768469,Leads - Auto Loan,236,16,131.322162,3.0
22600644893,General Membership Campaign,1912,644,98.158027,20.998631
22600681592,Recreational Loan Campaign,63,6,25.94,0.0
22604458072,Personal Loan Campaign,436,56,239.55270000000002,5.998391
22672853490,Recreational loan - Display - Leads,306,14,26.984897,0.0
22682563885,General Membership - Display - Leads - Ads,256,13,29.343004,0.0
22749892459,Pmax - Checking Account,1576,54,124.442383,7.0
22749923275,Pmax - Home Equity Loan,1150,49,228.643857,8.0
22795984517,Display - Personal Loan,46,12,29.298427,0.0
23226790794,Mortgage Search 6/11,711,55,103.341936,0.0
23232380573,CD - Display - 6/11/2025,144,15,29.766783999999998,0.0
23236336489,Mortgages - Display,306,18,28.647632,0.0
23236422937,CD - Search - 6/11/2025,163,13,27.56,0.0
23550099732,Recreational Search Campaign (02-2026),283,23,275.723549,2.499316
23575605815,Auto Loans Search Campaign (02-2026),489,33,262.438651,3.0
23575707539,Checking Search Campaign (02-2026),1209,68,272.13492099999996,5.499315
23575727723,Home Equity Search Campaign (02-2026),231,25,263.75596,0.0
23579184938,Membership Search Campaign (02-2026),585,45,285.45617300000004,13.0
23580139561,Mortgage Search Campaign (02-2026),2072,133,238.59418399999998,1.0
23580176296,CD Search Campaign (02-2026),1347,218,263.587765,1.0
23583612154,Generic Search Campaign (02-2026),911,58,266.42004,8.997262
