campaign_id,campaign_name,impressions,clicks,cost,conversions
22359768469,Leads - Auto Loan,1491,100,499.896301,21.017789999999998
22600644893,General Membership Campaign,12391,4543,394.174647,249.476886
22600681592,Recreational Loan Campaign,430,26,100.292254,0.0
22604458072,Personal Loan Campaign,2685,395,900.075345,144.051706
22672853490,Recreational loan - Display - Leads,903,79,100.211783,27.026089
22682563885,General Membership - Display - Leads - Ads,417,38,100.0799,2.0
22749892459,Pmax - Checking Account,6799,235,500.36414,31.634857
22749923275,Pmax - Home Equity Loan,5761,361,1000.498378,58.045299
22795984517,Display - Personal Loan,206,64,100.001252,23.006635
23226790794,Mortgage Search 6/11,4269,250,398.979925,1.040128
23232380573,CD - Display - 6/11/2025,203,55,100.102587,2.005471
23236336489,Mortgages - Display,474,47,100.072026,0.0
23236422937,CD - Search - 6/11/2025,1208,55,96.544475,1.0
