campaign_id,campaign_name,ad_group_id,ad_group_name,keyword,match_type,impressions,clicks,cost,conversions
22359768469,Leads - Auto Loan,175368477094,Auto Loan Keywords,Auto financing,PHRASE,1090,51,255.071942,9.500921
22359768469,Leads - Auto Loan,175368477094,Auto Loan Keywords,Auto loans,PHRASE,773,51,301.046963,11.529578
22359768469,Leads - Auto Loan,175368477094,Auto Loan Keywords,Car loans,PHRASE,608,30,155.43538999999998,5.970422
22359768469,Leads - Auto Loan,175368477094,Auto Loan Keywords,Car loans with no down payment,PHRASE,1,0,0.0,0.0
22359768469,Leads - Auto Loan,175368477094,Auto Loan Keywords,Low-interest car loans,PHRASE,59,1,8.8,0.0
22359768469,Leads - Auto Loan,175368477094,Auto Loan Keywords,Pre-approved car loans,PHRASE,50,4,23.04,3.0
22359768469,Leads - Auto Loan,175368477094,Auto Loan Keywords,Used car loans,PHRASE,42,2,8.219999999999999,0.0
22600644893,General Membership Campaign,178826043566,General Membership Ad Group - 1,Michigan credit unions,PHRASE,876,268,36.068364,18.470684
22600644893,General Membership Campaign,178826043566,General Membership Ad Group - 1,PSCU near me,PHRASE,6,1,0.41,0.0
22600644893,General Membership Campaign,178826043566,General Membership Ad Group - 1,public service credit union,PHRASE,18024,6446,541.39728,364.423638
22600644893,General Membership Campaign,178826043566,General Membership Ad Group - 1,public service credit union Detroit,PHRASE,462,122,22.919494,13.546605
22600681592,Recreational Loan Campaign,183845373327,Recreational Loan Ad Group - 2,how to finance a boat,PHRASE,1,0,0.0,0.0
22600681592,Recreational Loan Campaign,183845373487,Recreational Loan Adgroup - 1,ATV financing,PHRASE,46,4,18.506751,1.0
22600681592,Recreational Loan Campaign,183845373487,Recreational Loan Adgroup - 1,RV loan,PHRASE,66,6,18.69,2.0
22600681592,Recreational Loan Campaign,183845373487,Recreational Loan Adgroup - 1,Recreational loan rates,PHRASE,53,3,8.120000000000001,0.0
22600681592,Recreational Loan Campaign,183845373487,Recreational Loan Adgroup - 1,boat loan,PHRASE,44,2,5.14,0.0
22600681592,Recreational Loan Campaign,183845373487,Recreational Loan Adgroup - 1,camper financing,PHRASE,72,4,15.033838,1.0
22600681592,Recreational Loan Campaign,183845373487,Recreational Loan Adgroup - 1,motorcycle loan,PHRASE,123,15,70.760998,1.0
22600681592,Recreational Loan Campaign,183845373487,Recreational Loan Adgroup - 1,recreational loans,PHRASE,29,4,13.30096,0.0
22604458072,Personal Loan Campaign,176993953101,Personal Loan Adgroup - 1,easy approval personal loan,PHRASE,530,95,225.445928,38.540105
22604458072,Personal Loan Campaign,176993953101,Personal Loan Adgroup - 1,emergency personal loan,PHRASE,239,37,89.112066,19.530188
22604458072,Personal Loan Campaign,176993953141,Personal Loan Ad Group - 2,personal loan,PHRASE,3403,433,988.442189,178.435391
22604458072,Personal Loan Campaign,176993953141,Personal Loan Ad Group - 2,personal loan near me,PHRASE,132,14,33.263062,3.5
22604458072,Personal Loan Campaign,176993953141,Personal Loan Ad Group - 2,vacation loans,PHRASE,20,4,8.969999999999999,2.0
23226790794,Mortgage Search 6/11,193924622611,Ad group 1,best mortgage rates,PHRASE,8,0,0.0,0.0
23226790794,Mortgage Search 6/11,193924622611,Ad group 1,credit union mortgage,PHRASE,47,3,5.51,0.0
23226790794,Mortgage Search 6/11,193924622611,Ad group 1,first time home buyer down payment help,BROAD,24,1,1.81,0.0
23226790794,Mortgage Search 6/11,193924622611,Ad group 1,fixed rate mortgage,PHRASE,9,0,0.0,0.0
23226790794,Mortgage Search 6/11,193924622611,Ad group 1,mortgage calculator,PHRASE,4026,189,343.000575,0.0
23226790794,Mortgage Search 6/11,193924622611,Ad group 1,mortgage rates Detroit,PHRASE,2,0,0.0,0.0
23226790794,Mortgage Search 6/11,193924622611,Ad group 1,mortgage rates today,PHRASE,2095,134,241.177928,1.0
23226790794,Mortgage Search 6/11,193924622611,Ad group 1,refinance mortgage rates,PHRASE,11,0,0.0,0.0
23226790794,Mortgage Search 6/11,193924622611,Ad group 1,variable rate mortgage,PHRASE,3,1,1.75,0.0
23236422937,CD - Search - 6/11/2025,193413943652,Ad group 1,CD rate offer,PHRASE,17,1,4.98,0.0
23236422937,CD - Search - 6/11/2025,193413943652,Ad group 1,CD rates Detroit,PHRASE,6,0,0.0,0.0
23236422937,CD - Search - 6/11/2025,193413943652,Ad group 1,CD rates today,PHRASE,17,0,0.0,0.0
23236422937,CD - Search - 6/11/2025,193413943652,Ad group 1,best CD rates,PHRASE,5,1,2.42,0.0
23236422937,CD - Search - 6/11/2025,193413943652,Ad group 1,best CD rates Michigan,PHRASE,76,5,14.511750000000001,0.0
23236422937,CD - Search - 6/11/2025,193413943652,Ad group 1,certificate of deposit rates,PHRASE,643,41,86.07330400000001,0.0
23236422937,CD - Search - 6/11/2025,193413943652,Ad group 1,jumbo CD rates,PHRASE,1,0,0.0,0.0
23236422937,CD - Search - 6/11/2025,193413943652,Ad group 1,promo CD rates,PHRASE,10,2,4.640000000000001,0.0
