campaign_id,campaign_name,ad_group_id,ad_group_name,keyword,match_type,impressions,clicks,cost,conversions
22359768469,Leads - Auto Loan,175368477094,Auto Loan Keywords,Auto financing,PHRASE,710,48,251.219328,6.5
22359768469,Leads - Auto Loan,175368477094,Auto Loan Keywords,Auto loan requirements,PHRASE,30,1,9.58,0.0
22359768469,Leads - Auto Loan,175368477094,Auto Loan Keywords,Auto loans,PHRASE,536,32,141.302545,2.5
22359768469,Leads - Auto Loan,175368477094,Auto Loan Keywords,Best place to get an auto loan,PHRASE,1,0,0.0,0.0
22359768469,Leads - Auto Loan,175368477094,Auto Loan Keywords,Car loans,PHRASE,364,31,175.75181,7.666667
22359768469,Leads - Auto Loan,175368477094,Auto Loan Keywords,First-time car buyer loans,PHRASE,3,2,14.36,0.0
22359768469,Leads - Auto Loan,175368477094,Auto Loan Keywords,Low-interest car loans,PHRASE,12,0,0.0,0.0
22359768469,Leads - Auto Loan,175368477094,Auto Loan Keywords,Pre-approved car loans,PHRASE,25,2,10.15,0.491105
22359768469,Leads - Auto Loan,175368477094,Auto Loan Keywords,Used car loans,PHRASE,18,2,2.283505,0.0
22600644893,General Membership Campaign,178826043566,General Membership Ad Group - 1,Credit unions near me,PHRASE,1,1,0.35,0.0
22600644893,General Membership Campaign,178826043566,General Membership Ad Group - 1,Michigan credit unions,PHRASE,669,213,24.051209,10.164566
22600644893,General Membership Campaign,178826043566,General Membership Ad Group - 1,public service credit union,PHRASE,14509,5142,446.295515,220.496464
22600644893,General Membership Campaign,178826043566,General Membership Ad Group - 1,public service credit union Detroit,PHRASE,584,170,17.144208,6.722283
22600681592,Recreational Loan Campaign,183845373487,Recreational Loan Adgroup - 1,ATV financing,PHRASE,23,2,6.87,1.0
22600681592,Recreational Loan Campaign,183845373487,Recreational Loan Adgroup - 1,RV loan,PHRASE,47,2,10.16,0.0
22600681592,Recreational Loan Campaign,183845373487,Recreational Loan Adgroup - 1,Recreational loan rates,PHRASE,38,4,24.7,0.048917
