date,campaign_id,campaign_name,impressions,clicks,cost,conversions
2026-01-21,22359768469,Leads - Auto Loan,145,5,18.570731,0.0
2026-01-21,23226790794,Mortgage Search 6/11,195,6,9.363342,0.0
2026-01-21,23236336489,Mortgages - Display,2,2,5.257905,0.0
2026-01-21,22604458072,Personal Loan Campaign,157,19,40.344572,5.0
2026-01-21,22749892459,Pmax - Checking Account,71,2,1.195959,0.0
2026-01-21,22749923275,Pmax - Home Equity Loan,444,26,66.751794,6.0
2026-01-21,22600681592,Recreational Loan Campaign,9,2,11.06,0.0
2026-01-21,22672853490,Recreational loan - Display - Leads,25,3,4.901845,1.0
2026-01-22,23232380573,CD - Display - 6/11/2025,7,2,5.227997,0.0
2026-01-22,23236422937,CD - Search - 6/11/2025,25,2,3.71,0.0
2026-01-22,22795984517,Display - Personal Loan,9,3,4.578294,2.0
2026-01-22,22682563885,General Membership - Display - Leads - Ads,10,1,5.090239,1.0
2026-01-22,22600644893,General Membership Campaign,779,299,21.643614,8.599247
2026-01-22,22359768469,Leads - Auto Loan,63,7,40.649999,1.0
2026-01-22,23226790794,Mortgage Search 6/11,266,19,39.767458,0.0
2026-01-22,23236336489,Mortgages - Display,14,3,4.694248,0.0
2026-01-22,22604458072,Personal Loan Campaign,137,18,39.72015,7.0
2026-01-22,22749892459,Pmax - Checking Account,842,25,40.888962,3.0
2026-01-22,22749923275,Pmax - Home Equity Loan,356,23,60.143806,4.0
2026-01-22,22600681592,Recreational Loan Campaign,13,0,0.0,0.0
2026-01-22,22672853490,Recreational loan - Display - Leads,43,5,5.007835,4.002191
2026-01-23,23232380573,CD - Display - 6/11/2025,11,3,5.452267,0.0
2026-01-23,23236422937,CD - Search - 6/11/2025,36,1,8.001168,0.0
2026-01-23,22795984517,Display - Personal Loan,9,4,5.378894,1.993146
2026-01-23,22682563885,General Membership - Display - Leads - Ads,3,1,4.783041,0.0
2026-01-23,22600644893,General Membership Campaign,550,187,21.378231,14.336379
2026-01-23,22359768469,Leads - Auto Loan,87,4,19.89,0.0
2026-01-23,23226790794,Mortgage Search 6/11,199,14,28.526412,0.0
2026-01-23,23236336489,Mortgages - Display,13,3,5.270763,0.0
2026-01-23,22604458072,Personal Loan Campaign,147,23,53.88558,13.513224
2026-01-23,22749892459,Pmax - Checking Account,163,11,24.323055,1.140198
2026-01-23,22749923275,Pmax - Home Equity Loan,194,15,44.131148,5.0
2026-01-23,22600681592,Recreational Loan Campaign,37,4,7.94,0.0
2026-01-23,22672853490,Recreational loan - Display - Leads,62,5,5.319353,0.0
2026-01-24,23232380573,CD - Display - 6/11/2025,5,2,5.3145,0.0
2026-01-24,23236422937,CD - Search - 6/11/2025,17,2,2.18,0.0
2026-01-24,22795984517,Display - Personal Loan,14,3,4.771149,1.0
2026-01-24,22682563885,General Membership - Display - Leads - Ads,8,2,5.312544,0.0
2026-01-24,22600644893,General Membership Campaign,480,212,11.740367,6.291017
2026-01-24,22359768469,Leads - Auto Loan,49,4,19.83,1.0
2026-01-24,23226790794,Mortgage Search 6/11,279,14,24.84,0.0
2026-01-24,23236336489,Mortgages - Display,9,1,1.680335,0.0
2026-01-24,22604458072,Personal Loan Campaign,136,16,38.560336,8.0
2026-01-24,22749892459,Pmax - Checking Account,275,6,6.660845,0.215752
2026-01-24,22749923275,Pmax - Home Equity Loan,263,18,51.043729,2.0
2026-01-24,22600681592,Recreational Loan Campaign,11,1,6.67,0.0
2026-01-24,22672853490,Recreational loan - Display - Leads,18,5,4.520762,0.0
2026-01-25,23232380573,CD - Display - 6/11/2025,2,2,4.37041,0.0
2026-01-25,23236422937,CD - Search - 6/11/2025,14,2,2.62,0.0
2026-01-25,22795984517,Display - Personal Loan,18,3,5.178661,1.0
2026-01-25,22682563885,General Membership - Display - Leads - Ads,11,2,4.369863,0.0
2026-01-25,22600644893,General Membership Campaign,462,166,6.757025,5.0
2026-01-25,22359768469,Leads - Auto Loan,53,1,3.4,0.0
2026-01-25,23226790794,Mortgage Search 6/11,267,5,8.588458,0.0
2026-01-25,23236336489,Mortgages - Display,68,4,4.961602,0.0
2026-01-25,22604458072,Personal Loan Campaign,117,22,56.890154,10.5
2026-01-25,22749892459,Pmax - Checking Account,534,16,47.187549,3.558418
2026-01-25,22749923275,Pmax - Home Equity Loan,160,20,65.314998,4.0
2026-01-25,22600681592,Recreational Loan Campaign,36,1,1.74,0.0
2026-01-25,22672853490,Recreational loan - Display - Leads,34,4,5.919205,2.0
2026-01-26,23232380573,CD - Display - 6/11/2025,4,2,5.153918,0.0
2026-01-26,23236422937,CD - Search - 6/11/2025,101,2,2.56,0.0
2026-01-26,22795984517,Display - Personal Loan,14,4,5.757208,0.0
2026-01-26,22682563885,General Membership - Display - Leads - Ads,1,1,4.936632,0.0
2026-01-26,22600644893,General Membership Campaign,896,254,39.223802,17.991649
2026-01-26,22359768469,Leads - Auto Loan,93,10,49.253597,3.0
2026-01-26,23226790794,Mortgage Search 6/11,254,15,26.554668,0.0
2026-01-26,23236336489,Mortgages - Display,3,2,5.627679,0.0
2026-01-26,22604458072,Personal Loan Campaign,185,20,45.84,6.0
2026-01-26,22749892459,Pmax - Checking Account,419,11,27.926717,2.698616
2026-01-26,22749923275,Pmax - Home Equity Loan,159,9,17.945395,1.985827
2026-01-26,22600681592,Recreational Loan Campaign,60,0,0.0,0.0
2026-01-26,22672853490,Recreational loan - Display - Leads,44,4,4.837511,1.0
2026-01-27,23232380573,CD - Display - 6/11/2025,8,3,4.94786,0.0
2026-01-27,23236422937,CD - Search - 6/11/2025,82,4,9.05,0.0
2026-01-27,22795984517,Display - Personal Loan,8,3,4.409931,0.0
2026-01-27,22682563885,General Membership - Display - Leads - Ads,35,3,4.407616,0.0
2026-01-27,22600644893,General Membership Campaign,351,140,21.477681,6.0
2026-01-27,22359768469,Leads - Auto Loan,53,5,28.682177,0.0
2026-01-27,23226790794,Mortgage Search 6/11,218,15,19.72,0.040128
2026-01-27,23236336489,Mortgages - Display,45,2,5.402958,0.0
2026-01-27,22604458072,Personal Loan Campaign,113,17,38.13,5.0
2026-01-27,22749892459,Pmax - Checking Account,186,11,12.643296,1.0
2026-01-27,22749923275,Pmax - Home Equity Loan,204,26,73.608623,4.0
2026-01-27,22600681592,Recreational Loan Campaign,48,2,9.83,0.0
2026-01-27,22672853490,Recreational loan - Display - Leads,48,5,4.609993,1.0
2026-01-28,23232380573,CD - Display - 6/11/2025,8,2,4.701642,0.0
2026-01-28,23236422937,CD - Search - 6/11/2025,127,4,6.04,1.0
2026-01-28,22795984517,Display - Personal Loan,4,3,4.464021,1.0
2026-01-28,22682563885,General Membership - Display - Leads - Ads,8,2,5.33357,0.0
2026-01-28,22600644893,General Membership Campaign,619,299,20.118493,14.697848
2026-01-28,22359768469,Leads - Auto Loan,52,6,29.89,1.0
2026-01-28,23226790794,Mortgage Search 6/11,167,14,22.26,0.0
2026-01-28,23236336489,Mortgages - Display,40,2,5.135113,0.0
2026-01-28,22604458072,Personal Loan Campaign,126,20,45.777571,6.0
2026-01-28,22749892459,Pmax - Checking Account,431,14,38.085785,3.0
2026-01-28,22749923275,Pmax - Home Equity Loan,186,12,26.745177,0.0
2026-01-28,22600681592,Recreational Loan Campaign,26,1,4.35,0.0
2026-01-28,22672853490,Recreational loan - Display - Leads,20,2,4.011329,1.0
2026-01-29,23232380573,CD - Display - 6/11/2025,6,2,4.391343,0.0
2026-01-29,23236422937,CD - Search - 6/11/2025,26,4,4.46,0.0
2026-01-29,22795984517,Display - Personal Loan,4,3,3.516792,1.0
2026-01-29,22682563885,General Membership - Display - Leads - Ads,17,2,4.418988,1.0
2026-01-29,22600644893,General Membership Campaign,589,302,22.254862,24.686911
2026-01-29,22359768469,Leads - Auto Loan,32,2,11.08,1.0
2026-01-29,23226790794,Mortgage Search 6/11,267,18,14.369394,0.0
2026-01-29,23236336489,Mortgages - Display,54,2,4.793955,0.0
2026-01-29,22604458072,Personal Loan Campaign,136,24,55.782944,5.973552
2026-01-29,22749892459,Pmax - Checking Account,233,8,9.666345,0.0
2026-01-29,22749923275,Pmax - Home Equity Loan,403,27,63.095598,3.0
2026-01-29,22600681592,Recreational Loan Campaign,7,1,4.62,0.0
2026-01-29,22672853490,Recreational loan - Display - Leads,43,3,3.642513,0.0
2026-01-30,23232380573,CD - Display - 6/11/2025,5,2,3.809118,0.0
2026-01-30,23236422937,CD - Search - 6/11/2025,98,3,5.58,0.0
2026-01-30,22795984517,Display - Personal Loan,8,3,4.147924,2.0
2026-01-30,22682563885,General Membership - Display - Leads - Ads,45,4,4.002607,0.0
2026-01-30,22600644893,General Membership Campaign,616,161,12.476541,9.0
2026-01-30,22359768469,Leads - Auto Loan,41,4,16.990602,1.0
2026-01-30,23226790794,Mortgage Search 6/11,174,12,17.32,0.0
2026-01-30,23236336489,Mortgages - Display,10,2,4.317627,0.0
2026-01-30,22604458072,Personal Loan Campaign,136,17,37.91,2.5
2026-01-30,22749892459,Pmax - Checking Account,507,17,32.619546,0.0
2026-01-30,22749923275,Pmax - Home Equity Loan,174,9,20.337165,2.0
2026-01-30,22600681592,Recreational Loan Campaign,12,2,5.57,0.0
2026-01-30,22672853490,Recreational loan - Display - Leads,6,3,4.005051,1.0
2026-01-31,23232380573,CD - Display - 6/11/2025,10,2,2.780882,0.0
2026-01-31,23236422937,CD - Search - 6/11/2025,66,0,0.0,0.0
2026-01-31,22795984517,Display - Personal Loan,7,3,2.654295,2.0
2026-01-31,22682563885,General Membership - Display - Leads - Ads,4,1,2.677393,0.0
2026-01-31,22600644893,General Membership Campaign,548,165,9.130997,7.159872
2026-01-31,22359768469,Leads - Auto Loan,109,6,28.336345,1.0
2026-01-31,23226790794,Mortgage Search 6/11,160,11,16.888477,0.0
2026-01-31,23236336489,Mortgages - Display,1,1,2.882373,0.0
2026-01-31,22604458072,Personal Loan Campaign,149,16,34.09,4.513224
2026-01-31,22749892459,Pmax - Checking Account,207,6,21.800454,1.0
2026-01-31,22749923275,Pmax - Home Equity Loan,237,27,78.393816,2.993814
2026-01-31,22600681592,Recreational Loan Campaign,27,1,3.03,0.0
2026-01-31,22672853490,Recreational loan - Display - Leads,20,4,3.451248,0.0
